teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate,AgeNow,yearSinceRetirement,retirementAge
Bolton Wanderers,Jaroslaw Fojut,17/10/1987,Centre-Back,Retired,01/07/2021,free transfer,11/09/2020,35,1,34
Bolton Wanderers,Martin Djetou,15/12/1974,Centre-Back,Retired,01/07/2007,-,01/01/2007,47,15,32
Bolton Wanderers,Nicky Hunt,03/09/1983,Centre-Back,Ashton United,01/07/2021,free transfer,14/07/2020,39,1,38
Bolton Wanderers,Tal Ben Haim,31/03/1982,Centre-Back,Retired,01/07/2021,free transfer,13/08/2018,40,1,39
Bolton Wanderers,Bruno N'Gotty,10/06/1971,Centre-Back,Retired,01/07/2009,End of loan,02/11/2008,51,13,38
Bolton Wanderers,Sam Ashton,09/10/1986,Goalkeeper,Bootle FC,15/07/2022,free transfer,17/09/2021,36,0,36
Bolton Wanderers,Ali Al-Habsi,30/12/1981,Goalkeeper,Retired,21/08/2020,free transfer,29/08/2019,40,2,38
Bolton Wanderers,Ian Walker,31/10/1971,Goalkeeper,Retired,01/12/2008,free transfer,01/07/2005,51,13,38
Bolton Wanderers,Jussi Jääskeläinen,19/04/1975,Goalkeeper,Retired,17/01/2018,free transfer,31/08/2017,47,4,43
West Ham United,Tony Stokes,07/01/1987,Centre-Forward,Hullbridge,02/10/2021,free transfer,18/10/2020,35,1,34
West Ham United,Teddy Sheringham,02/04/1966,Centre-Forward,Retired,31/05/2008,free transfer,04/07/2007,56,14,42
West Ham United,David Bellion,27/11/1982,Centre-Forward,Retired,01/07/2016,free transfer,02/07/2014,40,6,34
West Ham United,Marlon Harewood,25/08/1979,Centre-Forward,Retired,01/07/2016,free transfer,10/07/2015,43,6,37
West Ham United,Dean Ashton,24/11/1983,Centre-Forward,Retired,01/12/2009,€10.89m,01/01/2006,39,12,27
West Ham United,Yossi Benayoun,05/05/1980,Right Winger,Retired,05/05/2019,free transfer,01/01/2019,42,3,39
West Ham United,Kyel Reid,26/11/1987,Left Winger,Beaconsfield,06/08/2022,free transfer,08/12/2021,35,0,35
West Ham United,Gavin Williams,20/07/1980,Attacking Midfield,Retired,20/12/2013,free transfer,22/07/2013,42,8,34
West Ham United,Yaniv Katan,27/01/1981,Attacking Midfield,Retired,01/12/2014,?,01/07/2006,41,7,34
West Ham United,Hogan Ephraim,31/03/1988,Left Midfield,Retired,01/07/2017,-,10/03/2017,34,5,29
West Ham United,Chris Cohen,05/03/1987,Central Midfield,Retired,01/07/2018,€200Th.,06/07/2007,35,4,31
West Ham United,Mark Noble,08/05/1987,Central Midfield,Retired,01/07/2022,End of loan,17/11/2006,35,0,35
West Ham United,Hayden Mullins,27/03/1979,Defensive Midfield,Retired,01/07/2015,free transfer,01/07/2014,43,7,36
West Ham United,Carl Fletcher,07/04/1980,Defensive Midfield,Retired,09/01/2014,-,18/10/2013,42,8,34
West Ham United,Lionel Scaloni,16/05/1978,Right-Back,Retired,01/07/2015,€250Th.,29/01/2013,44,7,37
West Ham United,Clive Clarke,14/01/1980,Left-Back,Retired,01/02/2008,End of loan,01/11/2007,42,14,28
West Ham United,James Collins,23/08/1983,Centre-Back,Retired,17/10/2020,-,01/07/2019,39,2,37
West Ham United,Danny Gabbidon,08/08/1979,Centre-Back,Retired,01/07/2015,free transfer,01/09/2014,43,7,36
West Ham United,Elliott Ward,19/01/1985,Centre-Back,Retired,01/07/2021,-,17/02/2020,37,1,36
West Ham United,Christian Dailly,23/10/1973,Centre-Back,Retired,01/07/2012,-,01/03/2012,49,10,39
West Ham United,Tomas Repka,02/01/1974,Centre-Back,Retired,31/12/2012,free transfer,01/01/2012,48,9,39
West Ham United,Anton Ferdinand,18/02/1985,Centre-Back,Retired,01/07/2019,-,14/09/2018,37,3,34
West Ham United,Jimmy Walker,09/07/1973,Goalkeeper,Retired,07/02/2013,-,29/10/2010,49,9,40
West Ham United,Shaka Hislop,22/02/1969,Goalkeeper,Retired,01/08/2007,free transfer,01/07/2006,53,15,38
West Ham United,Stephen Bywater,07/06/1981,Goalkeeper,Retired,01/07/2020,free transfer,13/01/2016,41,2,39
Blackburn Rovers,Jemal Johnson,03/05/1985,Left Winger,Retired,01/12/2019,free transfer,18/01/2018,37,2,35
Blackburn Rovers,Craig Bellamy,13/07/1979,Left Winger,Retired,01/07/2014,free transfer,10/08/2012,43,8,35
Blackburn Rovers,David Bentley,27/08/1984,Right Midfield,Retired,01/07/2013,End of loan,15/05/2013,38,9,29
Blackburn Rovers,Brett Emerton,22/02/1979,Right Midfield,Retired,16/01/2014,free transfer,28/08/2011,43,8,35
Blackburn Rovers,Paul Gallagher,08/09/1984,Central Midfield,Retired,01/07/2021,free transfer,01/07/2015,38,1,37
Blackburn Rovers,Garry Flitcroft,06/11/1972,Central Midfield,Retired,01/07/2006,free transfer,01/01/2006,50,16,34
Blackburn Rovers,Robbie Savage,18/10/1974,Central Midfield,Retired,25/11/2019,-,24/11/2019,48,3,45
Blackburn Rovers,Morten Gamst Pedersen,08/09/1981,Central Midfield,Asane Fotball,09/03/2022,free transfer,03/03/2020,41,0,41
Blackburn Rovers,Tugay Kerimoglu,24/08/1970,Defensive Midfield,Retired,01/07/2009,€1.95m,01/07/2001,52,13,39
Blackburn Rovers,Steven Reid,10/03/1981,Right-Back,Retired,01/07/2015,free transfer,07/07/2014,41,7,34
Blackburn Rovers,Michael Gray,03/08/1974,Left-Back,Retired,01/07/2010,free transfer,09/01/2009,48,12,36
Blackburn Rovers,Vratislav Gresko,24/07/1977,Left-Back,Retired,01/07/2015,-,01/03/2011,45,7,38
Blackburn Rovers,Aaron Mokoena,25/11/1980,Centre-Back,Retired,01/07/2013,free transfer,11/07/2012,42,9,33
Blackburn Rovers,Ryan Nelsen,18/10/1977,Centre-Back,Retired,31/01/2013,free transfer,01/07/2012,45,9,36
Blackburn Rovers,Lucas Neill,09/03/1978,Centre-Back,Retired,01/07/2014,End of loan,31/05/2014,44,8,36
Blackburn Rovers,Brad Friedel,18/05/1971,Goalkeeper,Retired,01/07/2015,free transfer,01/07/2011,51,7,44
West Bromwich Albion,Stuart Nicholson,03/02/1987,Centre-Forward,Moreland Zebras,01/01/2012,?,01/01/2011,35,10,25
West Bromwich Albion,Kevin Campbell,04/02/1970,Centre-Forward,Retired,01/07/2007,free transfer,01/07/2006,52,15,37
West Bromwich Albion,Geoff Horsfield,01/11/1973,Centre-Forward,Retired,01/07/2010,free transfer,01/07/2009,49,12,37
West Bromwich Albion,Nwankwo Kanu,01/08/1976,Centre-Forward,Retired,01/07/2012,free transfer,01/07/2006,46,10,36
West Bromwich Albion,Nathan Ellington,02/07/1981,Centre-Forward,Retired,23/12/2013,-,17/10/2013,41,8,33
West Bromwich Albion,Robert Earnshaw,06/04/1981,Centre-Forward,Retired,28/01/2016,-,25/03/2015,41,6,35
West Bromwich Albion,Diomansy Kamara,08/11/1980,Right Winger,Retired,01/06/2016,-,07/07/2015,42,6,36
West Bromwich Albion,Jan Kozak,22/04/1980,Attacking Midfield,Retired,01/01/2015,free transfer,01/07/2014,42,7,35
West Bromwich Albion,Lloyd Dyer,13/09/1982,Left Midfield,Retired,01/01/2020,-,25/09/2019,40,2,38
West Bromwich Albion,Rob Davies,24/03/1987,Central Midfield,Unknown,01/12/2019,End of loan,01/10/2017,35,2,33
West Bromwich Albion,Ronnie Wallwork,10/09/1977,Central Midfield,Retired,01/07/2008,free transfer,01/01/2008,45,14,31
West Bromwich Albion,Nigel Quashie,20/07/1978,Central Midfield,Retired,01/01/2016,?,01/01/2013,44,6,38
West Bromwich Albion,Zoltán Gera,22/04/1979,Central Midfield,Retired,01/07/2018,free transfer,09/07/2014,43,4,39
West Bromwich Albion,Jonathan Greening,02/01/1979,Central Midfield,Retired,01/05/2017,-,01/01/2016,43,5,38
West Bromwich Albion,Junichi Inamoto,18/09/1979,Defensive Midfield,Nankatsu SC,18/01/2022,free transfer,23/01/2019,43,0,43
West Bromwich Albion,Jared Hodgkiss,15/11/1986,Right-Back,Hereford,26/07/2019,free transfer,01/07/2017,36,3,33
West Bromwich Albion,Steve Watson,01/04/1974,Right-Back,Retired,01/07/2009,free transfer,10/07/2007,48,13,35
West Bromwich Albion,Thomas Gaardsöe,23/01/1979,Centre-Back,Retired,29/08/2012,free transfer,01/01/2010,43,10,33
West Bromwich Albion,Paul Robinson,14/12/1978,Centre-Back,Retired,01/07/2018,-,25/09/2012,43,4,39
West Bromwich Albion,Neil Clement,03/10/1978,Centre-Back,Retired,01/01/2010,End of loan,01/03/2008,44,12,32
West Bromwich Albion,Riccardo Scimeca,13/06/1975,Centre-Back,Retired,01/12/2009,free transfer,01/01/2006,47,12,35
West Bromwich Albion,Curtis Davies,15/03/1985,Centre-Back,Derby,01/07/2017,€2.65m,01/07/2013,37,5,32
West Bromwich Albion,Martin Albrechtsen,31/03/1980,Centre-Back,Vaerebro Bk,01/08/2021,-,05/05/2021,42,1,41
West Bromwich Albion,Russell Hoult,22/11/1972,Goalkeeper,Retired,01/07/2012,-,01/02/2011,50,10,40
West Bromwich Albion,Chris Kirkland,02/05/1981,Goalkeeper,Retired,04/08/2016,free transfer,01/07/2016,41,6,35
Fulham FC,Heidar Helguson,22/08/1977,Centre-Forward,Retired,01/01/2016,-,15/05/2015,45,6,39
Fulham FC,Brian McBride,19/06/1972,Centre-Forward,Retired,30/08/2012,-,01/07/2012,50,10,40
Fulham FC,Collins John,17/10/1985,Centre-Forward,Retired,01/07/2022,-,01/07/2019,37,0,37
Fulham FC,Claus Jensen,29/04/1977,Attacking Midfield,Retired,25/08/2007,€1.90m,01/07/2004,45,15,30
Fulham FC,Luís Boa Morte,04/08/1977,Left Midfield,Retired,10/01/2013,-,11/10/2012,45,9,36
Fulham FC,Ahmad Elrich,30/05/1981,Right Midfield,Parramatta E.,18/11/2018,-,01/12/2016,41,4,37
Fulham FC,Michael Timlin,19/03/1985,Central Midfield,Dulwich Hamlet,25/08/2020,free transfer,21/01/2020,37,2,35
Fulham FC,Michael Brown,25/01/1977,Central Midfield,Retired,16/09/2017,free transfer,18/07/2014,45,5,40
Fulham FC,Steed Malbranque,06/01/1980,Central Midfield,Retired,01/07/2021,-,04/09/2020,42,1,41
Fulham FC,Simon Elliott,10/06/1974,Defensive Midfield,Retired,01/01/2012,-,01/02/2011,48,10,38
Fulham FC,Liam Rosenior,09/07/1984,Right-Back,Retired,30/07/2018,free transfer,01/07/2015,38,4,34
Fulham FC,Moritz Volz,21/01/1983,Right-Back,Retired,01/07/2015,free transfer,01/07/2012,39,7,32
Fulham FC,Rob Milsom,02/01/1987,Left-Back,Sutton Utd,01/08/2019,free transfer,14/01/2019,35,3,32
Fulham FC,Adam Green,12/01/1984,Left-Back,Ashford Town,23/10/2021,free transfer,01/07/2018,38,1,37
Fulham FC,Wayne Bridge,05/08/1980,Left-Back,Retired,01/07/2014,free transfer,01/07/2013,42,8,34
Fulham FC,Liam Fontaine,07/01/1986,Centre-Back,FC Edinburgh,09/07/2022,-,20/11/2020,36,0,36
Fulham FC,Dean Leacock,10/06/1984,Centre-Back,Retired,01/07/2018,free transfer,23/07/2017,38,4,34
Fulham FC,Zesh Rehman,14/10/1983,Centre-Back,Retired,26/05/2022,-,05/03/2022,39,0,39
Fulham FC,Philippe Christanval,31/08/1978,Centre-Back,Retired,01/07/2008,free transfer,01/07/2005,44,14,30
Fulham FC,Ian Pearce,07/05/1974,Centre-Back,Retired,01/09/2010,-,01/10/2009,48,12,36
Fulham FC,Alain Goma,05/10/1972,Centre-Back,Retired,01/07/2009,free transfer,01/07/2006,50,13,37
Fulham FC,Carlos Bocanegra,25/05/1979,Centre-Back,Retired,01/01/2015,free transfer,01/07/2013,43,7,36
Fulham FC,Tony Warner,11/05/1974,Goalkeeper,Retired,01/08/2015,free transfer,02/07/2015,48,7,41
Fulham FC,Mark Crossley,16/06/1969,Goalkeeper,Retired,01/07/2011,free transfer,01/07/2009,53,11,42
Fulham FC,Ricardo Batista,19/11/1986,Goalkeeper,Casa Pia,31/08/2020,free transfer,01/07/2018,36,2,34
Birmingham City,Julian Gray,21/09/1979,Centre-Forward,Retired,21/01/2014,-,27/09/2013,43,8,35
Birmingham City,Clinton Morrison,14/05/1979,Centre-Forward,Retired,01/07/2019,free transfer,05/09/2016,43,3,40
Birmingham City,Emile Heskey,11/01/1978,Centre-Forward,Retired,01/07/2016,-,24/12/2014,44,6,38
Birmingham City,Walter Pandiani,27/04/1976,Centre-Forward,Retired,01/07/2016,-,01/07/2015,46,6,40
Birmingham City,Muzzy Izzet,31/10/1974,Attacking Midfield,Retired,01/07/2006,free transfer,01/07/2004,48,16,32
Birmingham City,David Dunn,27/12/1979,Attacking Midfield,Retired,12/01/2016,free transfer,30/07/2015,42,6,36
Birmingham City,Stan Lazaridis,16/08/1972,Left Midfield,Retired,01/04/2008,free transfer,01/07/2006,50,14,36
Birmingham City,Peter Till,07/09/1985,Right Midfield,Retired,01/07/2017,free transfer,21/07/2016,37,5,32
Birmingham City,Stephen Clemence,31/03/1978,Right Midfield,Retired,01/07/2010,€1.50m,01/07/2007,44,12,32
Birmingham City,Damien Johnson,18/11/1978,Central Midfield,Retired,10/10/2013,free transfer,01/07/2012,44,9,35
Birmingham City,Nicky Butt,21/01/1975,Central Midfield,Retired,01/05/2011,-,22/11/2010,47,11,36
Birmingham City,Neil Kilkenny,19/12/1985,Defensive Midfield,Western United,27/08/2021,free transfer,23/01/2018,36,1,35
Birmingham City,Mehdi Nafti,28/11/1978,Defensive Midfield,Retired,01/07/2014,free transfer,23/07/2013,44,8,36
Birmingham City,Mario Melchiot,04/11/1976,Right-Back,Retired,01/07/2011,free transfer,01/07/2010,46,11,35
Birmingham City,Jamie Clapham,07/12/1975,Left-Back,Retired,01/09/2011,free transfer,01/07/2011,46,11,35
Birmingham City,Mat Sadler,26/02/1985,Centre-Back,Retired,01/07/2022,free transfer,11/07/2019,37,0,37
Birmingham City,Olivier Tébily,19/12/1975,Centre-Back,Retired,31/07/2008,-,24/04/2008,46,14,32
Birmingham City,Martin Latka,28/09/1984,Centre-Back,Retired,01/07/2017,free transfer,01/07/2016,38,5,33
Birmingham City,Kenny Cunningham,28/06/1971,Centre-Back,Retired,01/07/2007,free transfer,01/07/2006,51,15,36
Birmingham City,Jiri Jarosik,27/10/1977,Centre-Back,Retired,01/07/2015,free transfer,27/08/2013,45,7,38
Birmingham City,Colin Doyle,12/06/1985,Goalkeeper,Bradford,01/07/2022,free transfer,01/07/2021,37,0,37
Birmingham City,Nico Vaesen,28/09/1969,Goalkeeper,Retired,01/07/2008,free transfer,01/07/2006,53,14,39
Charlton Athletic,James Walker,25/11/1987,Centre-Forward,Tilbury,01/07/2018,free transfer,27/03/2018,35,4,31
Charlton Athletic,Alex Varney,27/12/1984,Centre-Forward,Unknown,01/07/2008,free transfer,01/01/2007,37,14,23
Charlton Athletic,Shaun Bartlett,31/10/1972,Centre-Forward,Retired,01/07/2009,?,01/07/2008,50,13,37
Charlton Athletic,Kevin Lisbie,17/10/1978,Centre-Forward,VCD Athletic FC,05/03/2022,-,27/10/2020,44,0,44
Charlton Athletic,Marcus Bent,19/05/1978,Centre-Forward,Cornard United,04/01/2020,-,01/07/2018,44,2,42
Charlton Athletic,Jonatan Johansson,16/08/1975,Centre-Forward,Retired,01/03/2011,free transfer,01/01/2010,47,11,36
Charlton Athletic,Darren Bent,06/02/1984,Centre-Forward,Retired,01/07/2018,End of loan,31/05/2018,38,4,34
Charlton Athletic,Dennis Rommedahl,22/07/1978,Right Winger,Retired,01/02/2015,free transfer,01/07/2013,44,7,37
Charlton Athletic,Bryan Hughes,19/06/1976,Attacking Midfield,Retired,01/07/2012,free transfer,27/10/2011,46,10,36
Charlton Athletic,Matt Holland,11/04/1974,Central Midfield,Retired,01/07/2009,€1.25m,01/07/2003,48,13,35
Charlton Athletic,Danny Murphy,18/03/1977,Central Midfield,Retired,01/07/2013,free transfer,01/07/2012,45,9,36
Charlton Athletic,Radostin Kishishev,30/07/1974,Defensive Midfield,Retired,01/07/2012,free transfer,01/07/2011,48,10,38
Charlton Athletic,Luke Young,19/07/1979,Right-Back,Retired,01/07/2014,€1.13m,27/08/2011,43,8,35
Charlton Athletic,Kelly Youga,22/09/1985,Left-Back,Retired,01/07/2018,-,23/07/2017,37,4,33
Charlton Athletic,Chris Powell,08/09/1969,Left-Back,Retired,01/07/2010,free transfer,01/07/2008,53,12,41
Charlton Athletic,Gonçalo Brandão,09/10/1986,Centre-Back,Retired,01/07/2021,free transfer,27/07/2019,36,1,35
Charlton Athletic,Jonathan Fortune,23/08/1980,Centre-Back,Retired,01/07/2013,free transfer,28/03/2013,42,9,33
Charlton Athletic,Jonathan Spector,01/03/1986,Centre-Back,Retired,11/08/2019,-,15/03/2019,36,3,33
Charlton Athletic,Talal El Karkouri,08/07/1976,Centre-Back,Retired,01/07/2012,?,01/01/2012,46,10,36
Charlton Athletic,Gonzalo Sorondo,09/10/1979,Centre-Back,Retired,01/07/2013,-,20/01/2013,43,9,34
Charlton Athletic,Chris Perry,26/04/1973,Centre-Back,Retired,01/07/2010,free transfer,01/03/2008,49,12,37
Charlton Athletic,Darren Randolph,12/05/1987,Goalkeeper,West Ham,15/01/2020,€5.60m,22/07/2017,35,2,33
Charlton Athletic,Stephan Andersen,26/11/1981,Goalkeeper,Vaerebro Bk,01/07/2021,free transfer,01/07/2014,41,1,40
Charlton Athletic,Dean Kiely,10/10/1970,Goalkeeper,Retired,01/07/2011,free transfer,01/02/2007,52,11,41
Charlton Athletic,Thomas Myhre,16/10/1973,Goalkeeper,Retired,01/01/2011,free transfer,01/01/2010,49,11,38
Portsmouth FC,Emmanuel Olisadebe,22/12/1978,Centre-Forward,Retired,04/01/2013,-,01/07/2012,43,9,34
Portsmouth FC,Wayne Routledge,07/01/1985,Left Winger,Retired,01/07/2021,€3.25m,04/08/2011,37,1,36
Portsmouth FC,Laurent Robert,21/05/1975,Left Winger,Retired,01/07/2009,free transfer,27/08/2008,47,13,34
Portsmouth FC,Zvonimir Vukic,19/07/1979,Attacking Midfield,Retired,12/02/2015,free transfer,07/09/2014,43,7,36
Portsmouth FC,Andrés D'Alessandro,15/04/1981,Attacking Midfield,Retired,18/04/2022,free transfer,08/01/2022,41,0,41
Portsmouth FC,Matthew Taylor,27/11/1981,Left Midfield,Retired,01/07/2019,free transfer,22/08/2017,41,3,38
Portsmouth FC,Gary O'Neil,18/05/1983,Central Midfield,Retired,01/07/2019,free transfer,03/08/2018,39,3,36
Portsmouth FC,Richard Hughes,25/06/1979,Defensive Midfield,Retired,01/07/2014,-,04/08/2012,43,8,35
Portsmouth FC,Giannis Skopelitis,02/03/1978,Defensive Midfield,Retired,01/07/2018,free transfer,01/07/2017,44,4,40
Portsmouth FC,Salif Diao,10/02/1977,Defensive Midfield,Retired,01/07/2012,-,10/12/2007,45,10,35
Portsmouth FC,Jhon Viáfara,27/10/1978,Defensive Midfield,Retired,01/07/2015,?,01/12/2014,44,7,37
Portsmouth FC,Pedro Mendes,26/02/1979,Defensive Midfield,Retired,01/07/2012,free transfer,01/07/2011,43,10,33
Portsmouth FC,Sean Davis,20/09/1979,Defensive Midfield,Retired,25/09/2012,End of loan,23/03/2012,43,10,33
Portsmouth FC,Linvoy Primus,14/09/1973,Centre-Back,Retired,01/12/2009,End of loan,01/12/2008,49,12,37
Portsmouth FC,Noé Pamarot,14/04/1979,Centre-Back,Retired,01/07/2016,-,18/07/2015,43,6,37
Portsmouth FC,Azar Karadas,09/08/1981,Centre-Back,Retired,01/01/2020,€250Th.,15/07/2014,41,2,39
Portsmouth FC,Andrew O'Brien,29/06/1979,Centre-Back,Retired,01/01/2015,free transfer,01/08/2012,43,7,36
Portsmouth FC,Andrea Guatelli,05/05/1984,Goalkeeper,SC Balerna,01/07/2019,-,29/01/2019,38,3,35
Portsmouth FC,Jamie Ashdown,30/11/1980,Goalkeeper,Retired,01/07/2015,-,03/02/2015,41,7,34
Portsmouth FC,Konstantinos Chalkias,30/05/1974,Goalkeeper,Retired,01/07/2018,-,21/08/2016,48,4,44
Aston Villa,Sam Williams,09/06/1987,Centre-Forward,Retired,01/07/2013,free transfer,01/07/2011,35,9,26
Aston Villa,Gabriel Agbonlahor,13/10/1986,Centre-Forward,Retired,01/07/2018,End of loan,28/12/2005,36,4,32
Aston Villa,Luke Moore,13/02/1986,Centre-Forward,Retired,26/02/2016,?,08/05/2014,36,6,30
Aston Villa,Kevin Phillips,25/07/1973,Centre-Forward,Retired,01/07/2014,free transfer,16/01/2014,49,8,41
Aston Villa,Juan Pablo Ángel,24/10/1975,Centre-Forward,Retired,15/12/2014,free transfer,23/01/2013,47,7,40
Aston Villa,Milan Baros,28/10/1981,Centre-Forward,FK Vigantice,03/07/2020,free transfer,01/07/2017,41,2,39
Aston Villa,Jamie Ward,12/05/1986,Left Winger,Ilkeston Town,01/07/2022,free transfer,13/08/2021,36,0,36
Aston Villa,Patrik Berger,10/11/1973,Attacking Midfield,Retired,01/01/2010,free transfer,01/07/2008,49,12,37
Aston Villa,Nolberto Solano,12/12/1974,Right Midfield,Retired,01/07/2012,free transfer,01/07/2011,47,10,37
Aston Villa,Lee Hendrie,18/05/1977,Central Midfield,Retired,09/05/2013,free transfer,09/07/2012,45,9,36
Aston Villa,Eirik Bakke,13/09/1977,Central Midfield,Retired,01/01/2013,?,01/01/2011,45,9,36
Aston Villa,Steven Davis,01/01/1985,Central Midfield,Rangers,01/07/2019,End of loan,20/05/2019,37,3,34
Aston Villa,James Milner,04/01/1986,Central Midfield,Liverpool,01/07/2015,€22.00m,17/08/2010,36,7,29
Aston Villa,Eric Djemba Djemba,04/05/1981,Defensive Midfield,Retired,10/09/2021,free transfer,02/11/2016,41,1,40
Aston Villa,Gareth Barry,23/02/1981,Defensive Midfield,Retired,27/08/2020,€1.10m,15/08/2017,41,2,39
Aston Villa,Mark Delaney,13/05/1976,Right-Back,Retired,15/08/2007,€375Th.,09/03/1999,46,15,31
Aston Villa,Wilfred Bouma,15/06/1978,Left-Back,Retired,01/07/2013,free transfer,29/08/2010,44,9,35
Aston Villa,Gary Cahill,19/12/1985,Centre-Back,Without Club,01/07/2022,free transfer,20/08/2021,36,0,36
Aston Villa,Liam Ridgewell,21/07/1984,Centre-Back,Retired,31/01/2020,free transfer,02/08/2019,38,2,36
Aston Villa,Aaron Hughes,08/11/1979,Centre-Back,Retired,01/07/2019,free transfer,09/01/2017,43,3,40
Aston Villa,Olof Mellberg,03/09/1977,Centre-Back,Retired,30/07/2014,free transfer,09/07/2013,45,8,37
Manchester City,Ishmael Miller,05/03/1987,Centre-Forward,Retired,01/07/2020,free transfer,07/01/2019,35,2,33
Manchester City,Bradley Wright-Phillips,12/03/1985,Centre-Forward,Retired,12/03/2022,-,11/03/2022,37,0,37
Manchester City,Andy Cole,15/10/1971,Centre-Forward,Retired,11/11/2008,free transfer,07/07/2008,51,14,37
Manchester City,Robbie Fowler,09/04/1975,Centre-Forward,Retired,02/01/2015,-,01/03/2012,47,7,40
Manchester City,Darius Vassell,13/06/1980,Centre-Forward,Retired,01/07/2012,-,01/10/2010,42,10,32
Manchester City,Kiki Musampa,20/07/1977,Left Winger,Retired,01/07/2019,free transfer,01/07/2017,45,3,42
Manchester City,Trevor Sinclair,02/03/1973,Left Winger,Retired,01/07/2008,free transfer,01/07/2007,49,14,35
Manchester City,Georgios Samaras,21/02/1985,Left Winger,Retired,01/07/2018,free transfer,11/08/2017,37,4,33
Manchester City,Stephen Ireland,22/08/1986,Attacking Midfield,Retired,20/12/2018,-,09/10/2018,36,3,33
Manchester City,Willo Flood,10/04/1985,Central Midfield,Retired,05/08/2019,-,01/07/2018,37,3,34
Manchester City,Claudio Reyna,20/07/1973,Central Midfield,Retired,16/07/2008,free transfer,24/01/2007,49,14,35
Manchester City,Joey Barton,02/09/1982,Central Midfield,Retired,01/07/2017,-,02/01/2017,40,5,35
Manchester City,Tuomas Haapala,20/04/1979,Defensive Midfield,Retired,01/02/2011,free transfer,01/01/2010,43,11,32
Manchester City,Micah Richards,24/06/1988,Right-Back,Retired,26/07/2019,free transfer,01/07/2015,34,3,31
Manchester City,Danny Mills,18/05/1977,Right-Back,Retired,01/07/2009,End of loan,01/05/2008,45,13,32
Manchester City,Ben Thatcher,30/11/1975,Left-Back,Retired,01/02/2010,free transfer,01/07/2008,46,12,34
Manchester City,Nedum Onuoha,12/11/1986,Centre-Back,Retired,01/01/2021,-,14/09/2018,36,1,35
Manchester City,David Sommeil,10/08/1974,Centre-Back,Retired,01/10/2008,free transfer,01/07/2007,48,14,34
Manchester City,Richard Dunne,21/09/1979,Centre-Back,Retired,01/07/2015,free transfer,15/07/2013,43,7,36
Manchester City,Mikkel Bischoff,03/02/1982,Defender,Retired,01/09/2011,free transfer,01/07/2011,40,11,29
