,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
185,185,186,295,295,295,295,295,Wigan Athletic,Alan Mahon,04/04/1978,Left Midfield,Retired,01/08/2011,-,01/07/2011
186,186,187,297,297,297,297,297,Wigan Athletic,Andreas Johansson,05/07/1978,Central Midfield,Retired,01/01/2015,free transfer,01/01/2013
187,187,188,298,298,298,298,298,Wigan Athletic,Graham Kavanagh,02/12/1973,Central Midfield,Retired,01/07/2012,free transfer,01/10/2008
188,188,189,299,299,299,299,299,Wigan Athletic,Damien Francis,27/02/1979,Central Midfield,Retired,01/10/2008,€2.25m,01/07/2006
189,189,190,300,300,300,300,300,Wigan Athletic,Josip Skoko,10/12/1975,Central Midfield,Retired,01/07/2011,free transfer,01/07/2010
190,190,191,301,301,301,301,301,Wigan Athletic,Jimmy Bullard,23/10/1978,Central Midfield,Retired,01/10/2012,free transfer,28/08/2012
191,191,192,302,302,302,302,302,Wigan Athletic,Luke Joyce,09/07/1987,Defensive Midfield,Radcliffe,01/07/2022,free transfer,01/07/2021
192,192,193,303,303,303,303,303,Wigan Athletic,David Wright,01/05/1980,Defensive Midfield,Retired,26/11/2014,free transfer,25/01/2013
193,193,194,304,304,304,304,304,Wigan Athletic,Paul Scharner,11/03/1980,Defensive Midfield,Retired,01/07/2019,-,25/01/2019
194,194,196,306,306,306,306,306,Wigan Athletic,Matt Jackson,19/10/1971,Right-Back,Retired,01/08/2008,End of loan,01/11/2007
195,195,197,308,308,308,308,308,Wigan Athletic,Steve McMillan,19/01/1976,Left-Back,Retired,01/03/2007,€800Th.,01/07/2002
196,196,198,309,309,309,309,309,Wigan Athletic,Leighton Baines,11/12/1984,Left-Back,Retired,27/07/2020,€7.50m,07/08/2007
197,197,199,310,310,310,310,310,Wigan Athletic,Lee McCulloch,14/05/1978,Centre-Back,Retired,01/07/2016,free transfer,13/07/2015
198,198,200,312,312,312,312,312,Wigan Athletic,Reto Ziegler,16/01/1986,Centre-Back,FC Lugano,25/02/2021,-,01/01/2021
199,199,201,313,313,313,313,313,Wigan Athletic,Arjan de Zeeuw,16/04/1970,Centre-Back,Retired,01/07/2009,free transfer,01/07/2008
200,200,202,314,314,314,314,314,Wigan Athletic,Stéphane Henchoz,07/09/1974,Centre-Back,Retired,01/07/2008,-,09/09/2006
201,201,203,315,315,315,315,315,Wigan Athletic,Pascal Chimbonda,21/02/1979,Centre-Back,Durham City,18/10/2020,-,31/12/2018
202,202,204,317,317,317,317,317,Wigan Athletic,Gary Walsh,21/03/1968,Goalkeeper,Retired,01/07/2006,free transfer,01/07/2003
203,203,205,318,318,318,318,318,Wigan Athletic,Mike Pollitt,29/02/1972,Goalkeeper,Retired,01/07/2014,End of loan,24/09/2013
204,204,206,319,319,319,319,319,Wigan Athletic,John Filan,08/02/1970,Goalkeeper,Retired,01/07/2007,End of loan,01/11/2006
205,205,207,321,321,321,321,321,Bolton Wanderers,Matt Jansen,20/10/1977,Centre-Forward,Retired,01/07/2014,free transfer,01/07/2010
206,206,208,322,322,322,322,322,Bolton Wanderers,Henrik Pedersen,10/06/1975,Centre-Forward,Retired,01/01/2013,free transfer,01/07/2008
207,207,209,323,323,323,323,323,Bolton Wanderers,Jared Borgetti,14/08/1973,Centre-Forward,Retired,01/01/2011,free transfer,01/07/2010
208,208,210,324,324,324,324,324,Bolton Wanderers,Kevin Davies,26/03/1977,Centre-Forward,Retired,01/07/2015,free transfer,10/07/2013
209,209,211,325,325,325,325,325,Bolton Wanderers,El-Hadji Diouf,15/01/1981,Centre-Forward,Retired,01/01/2016,-,11/11/2014
210,210,212,327,327,327,327,327,Bolton Wanderers,Stelios Giannakopoulos,12/07/1974,Right Winger,Retired,01/01/2010,free transfer,01/01/2009
211,211,213,328,328,328,328,328,Bolton Wanderers,Fabrice Fernandes,29/10/1979,Left Winger,Retired,01/07/2008,-,01/01/2008
212,212,215,330,330,330,330,330,Bolton Wanderers,El Hadji Diouf,20/08/1988,Attacking Midfield,AFK Tisnov,20/08/2015,loan transfer,08/03/2016
213,213,216,332,332,332,332,332,Bolton Wanderers,Jay-Jay Okocha,14/08/1973,Attacking Midfield,Retired,01/03/2012,-,01/02/2012
214,214,217,333,333,333,333,333,Bolton Wanderers,Kevin Nolan,24/06/1982,Attacking Midfield,Retired,26/08/2018,-,12/01/2017
215,215,218,336,336,336,336,336,Bolton Wanderers,Iván Campo,21/02/1974,Defensive Midfield,Retired,01/07/2010,-,01/01/2010
216,216,219,339,339,339,339,339,Bolton Wanderers,Ricardo Gardner,25/09/1978,Left-Back,Retired,01/07/2012,End of loan,01/05/2011
217,217,220,340,340,340,340,340,Bolton Wanderers,Jaroslaw Fojut,17/10/1987,Centre-Back,Retired,01/07/2021,free transfer,11/09/2020
218,218,221,341,341,341,341,341,Bolton Wanderers,Martin Djetou,15/12/1974,Centre-Back,Retired,01/07/2007,-,01/01/2007
219,219,222,342,342,342,342,342,Bolton Wanderers,Nicky Hunt,03/09/1983,Centre-Back,Ashton United,01/07/2021,free transfer,14/07/2020
220,220,223,344,344,344,344,344,Bolton Wanderers,Tal Ben Haim,31/03/1982,Centre-Back,Retired,01/07/2021,free transfer,13/08/2018
221,221,224,346,346,346,346,346,Bolton Wanderers,Bruno N'Gotty,10/06/1971,Centre-Back,Retired,01/07/2009,End of loan,02/11/2008
222,222,225,347,347,347,347,347,Bolton Wanderers,Sam Ashton,09/10/1986,Goalkeeper,Bootle FC,15/07/2022,free transfer,17/09/2021
223,223,226,349,349,349,349,349,Bolton Wanderers,Ali Al-Habsi,30/12/1981,Goalkeeper,Retired,21/08/2020,free transfer,29/08/2019
224,224,227,350,350,350,350,350,Bolton Wanderers,Ian Walker,31/10/1971,Goalkeeper,Retired,01/12/2008,free transfer,01/07/2005
225,225,228,351,351,351,351,351,Bolton Wanderers,Jussi Jääskeläinen,19/04/1975,Goalkeeper,Retired,17/01/2018,free transfer,31/08/2017
226,226,229,352,352,352,352,352,West Ham United,Tony Stokes,07/01/1987,Centre-Forward,Hullbridge,02/10/2021,free transfer,18/10/2020
227,227,230,353,353,353,353,353,West Ham United,Teddy Sheringham,02/04/1966,Centre-Forward,Retired,31/05/2008,free transfer,04/07/2007
228,228,232,355,355,355,355,355,West Ham United,David Bellion,27/11/1982,Centre-Forward,Retired,01/07/2016,free transfer,02/07/2014
229,229,233,357,357,357,357,357,West Ham United,Marlon Harewood,25/08/1979,Centre-Forward,Retired,01/07/2016,free transfer,10/07/2015
230,230,234,358,358,358,358,358,West Ham United,Dean Ashton,24/11/1983,Centre-Forward,Retired,01/12/2009,€10.89m,01/01/2006
231,231,235,359,359,359,359,359,West Ham United,Yossi Benayoun,05/05/1980,Right Winger,Retired,05/05/2019,free transfer,01/01/2019
232,232,236,360,360,360,360,360,West Ham United,Kyel Reid,26/11/1987,Left Winger,Beaconsfield,06/08/2022,free transfer,08/12/2021
233,233,237,361,361,361,361,361,West Ham United,Gavin Williams,20/07/1980,Attacking Midfield,Retired,20/12/2013,free transfer,22/07/2013
234,234,238,362,362,362,362,362,West Ham United,Yaniv Katan,27/01/1981,Attacking Midfield,Retired,01/12/2014,?,01/07/2006
235,235,239,363,363,363,363,363,West Ham United,Hogan Ephraim,31/03/1988,Left Midfield,Retired,01/07/2017,-,10/03/2017
236,236,241,366,366,366,366,366,West Ham United,Chris Cohen,05/03/1987,Central Midfield,Retired,01/07/2018,€200Th.,06/07/2007
237,237,242,367,367,367,367,367,West Ham United,Mark Noble,08/05/1987,Central Midfield,Retired,01/07/2022,End of loan,17/11/2006
238,238,243,368,368,368,368,368,West Ham United,Hayden Mullins,27/03/1979,Defensive Midfield,Retired,01/07/2015,free transfer,01/07/2014
239,239,244,369,369,369,369,369,West Ham United,Carl Fletcher,07/04/1980,Defensive Midfield,Retired,09/01/2014,-,18/10/2013
240,240,245,371,371,371,371,371,West Ham United,Lionel Scaloni,16/05/1978,Right-Back,Retired,01/07/2015,€250Th.,29/01/2013
241,241,246,372,372,372,372,372,West Ham United,Clive Clarke,14/01/1980,Left-Back,Retired,01/02/2008,End of loan,01/11/2007
242,242,247,374,374,374,374,374,West Ham United,James Collins,23/08/1983,Centre-Back,Retired,17/10/2020,-,01/07/2019
243,243,248,375,375,375,375,375,West Ham United,Danny Gabbidon,08/08/1979,Centre-Back,Retired,01/07/2015,free transfer,01/09/2014
244,244,249,376,376,376,376,376,West Ham United,Elliott Ward,19/01/1985,Centre-Back,Retired,01/07/2021,-,17/02/2020
245,245,250,377,377,377,377,377,West Ham United,Christian Dailly,23/10/1973,Centre-Back,Retired,01/07/2012,-,01/03/2012
246,246,251,378,378,378,378,378,West Ham United,Tomas Repka,02/01/1974,Centre-Back,Retired,31/12/2012,free transfer,01/01/2012
247,247,252,379,379,379,379,379,West Ham United,Anton Ferdinand,18/02/1985,Centre-Back,Retired,01/07/2019,-,14/09/2018
248,248,253,381,381,381,381,381,West Ham United,Jimmy Walker,09/07/1973,Goalkeeper,Retired,07/02/2013,-,29/10/2010
249,249,254,382,382,382,382,382,West Ham United,Shaka Hislop,22/02/1969,Goalkeeper,Retired,01/08/2007,free transfer,01/07/2006
250,250,255,383,383,383,383,383,West Ham United,Stephen Bywater,07/06/1981,Goalkeeper,Retired,01/07/2020,free transfer,13/01/2016
251,251,258,388,388,388,388,388,Blackburn Rovers,Jemal Johnson,03/05/1985,Left Winger,Retired,01/12/2019,free transfer,18/01/2018
252,252,259,389,389,389,389,389,Blackburn Rovers,Craig Bellamy,13/07/1979,Left Winger,Retired,01/07/2014,free transfer,10/08/2012
253,253,260,391,391,391,391,391,Blackburn Rovers,David Bentley,27/08/1984,Right Midfield,Retired,01/07/2013,End of loan,15/05/2013
254,254,261,392,392,392,392,392,Blackburn Rovers,Brett Emerton,22/02/1979,Right Midfield,Retired,16/01/2014,free transfer,28/08/2011
255,255,262,393,393,393,393,393,Blackburn Rovers,Paul Gallagher,08/09/1984,Central Midfield,Retired,01/07/2021,free transfer,01/07/2015
256,256,263,394,394,394,394,394,Blackburn Rovers,Garry Flitcroft,06/11/1972,Central Midfield,Retired,01/07/2006,free transfer,01/01/2006
257,257,264,395,395,395,395,395,Blackburn Rovers,Robbie Savage,18/10/1974,Central Midfield,Retired,25/11/2019,-,24/11/2019
258,258,265,396,396,396,396,396,Blackburn Rovers,Morten Gamst Pedersen,08/09/1981,Central Midfield,Asane Fotball,09/03/2022,free transfer,03/03/2020
259,259,266,397,397,397,397,397,Blackburn Rovers,Tugay Kerimoglu,24/08/1970,Defensive Midfield,Retired,01/07/2009,€1.95m,01/07/2001
260,260,267,398,398,398,398,398,Blackburn Rovers,Steven Reid,10/03/1981,Right-Back,Retired,01/07/2015,free transfer,07/07/2014
261,261,268,399,399,399,399,399,Blackburn Rovers,Michael Gray,03/08/1974,Left-Back,Retired,01/07/2010,free transfer,09/01/2009
262,262,269,400,400,400,400,400,Blackburn Rovers,Vratislav Gresko,24/07/1977,Left-Back,Retired,01/07/2015,-,01/03/2011
263,263,271,403,403,403,403,403,Blackburn Rovers,Aaron Mokoena,25/11/1980,Centre-Back,Retired,01/07/2013,free transfer,11/07/2012
264,264,272,405,405,405,405,405,Blackburn Rovers,Ryan Nelsen,18/10/1977,Centre-Back,Retired,31/01/2013,free transfer,01/07/2012
265,265,273,407,407,407,407,407,Blackburn Rovers,Lucas Neill,09/03/1978,Centre-Back,Retired,01/07/2014,End of loan,31/05/2014
266,266,275,409,409,409,409,409,Blackburn Rovers,Brad Friedel,18/05/1971,Goalkeeper,Retired,01/07/2015,free transfer,01/07/2011
267,267,276,410,410,410,410,410,West Bromwich Albion,Stuart Nicholson,03/02/1987,Centre-Forward,Moreland Zebras,01/01/2012,?,01/01/2011
268,268,277,412,412,412,412,412,West Bromwich Albion,Kevin Campbell,04/02/1970,Centre-Forward,Retired,01/07/2007,free transfer,01/07/2006
269,269,278,413,413,413,413,413,West Bromwich Albion,Geoff Horsfield,01/11/1973,Centre-Forward,Retired,01/07/2010,free transfer,01/07/2009
270,270,279,414,414,414,414,414,West Bromwich Albion,Nwankwo Kanu,01/08/1976,Centre-Forward,Retired,01/07/2012,free transfer,01/07/2006
271,271,280,415,415,415,415,415,West Bromwich Albion,Nathan Ellington,02/07/1981,Centre-Forward,Retired,23/12/2013,-,17/10/2013
272,272,281,416,416,416,416,416,West Bromwich Albion,Robert Earnshaw,06/04/1981,Centre-Forward,Retired,28/01/2016,-,25/03/2015
273,273,282,417,417,417,417,417,West Bromwich Albion,Diomansy Kamara,08/11/1980,Right Winger,Retired,01/06/2016,-,07/07/2015
274,274,283,418,418,418,418,418,West Bromwich Albion,Jan Kozak,22/04/1980,Attacking Midfield,Retired,01/01/2015,free transfer,01/07/2014
275,275,284,420,420,420,420,420,West Bromwich Albion,Lloyd Dyer,13/09/1982,Left Midfield,Retired,01/01/2020,-,25/09/2019
276,276,285,421,421,421,421,421,West Bromwich Albion,Rob Davies,24/03/1987,Central Midfield,Unknown,01/12/2019,End of loan,01/10/2017
277,277,286,422,422,422,422,422,West Bromwich Albion,Ronnie Wallwork,10/09/1977,Central Midfield,Retired,01/07/2008,free transfer,01/01/2008
278,278,287,423,423,423,423,423,West Bromwich Albion,Nigel Quashie,20/07/1978,Central Midfield,Retired,01/01/2016,?,01/01/2013
279,279,288,426,426,426,426,426,West Bromwich Albion,Zoltán Gera,22/04/1979,Central Midfield,Retired,01/07/2018,free transfer,09/07/2014
280,280,289,427,427,427,427,427,West Bromwich Albion,Jonathan Greening,02/01/1979,Central Midfield,Retired,01/05/2017,-,01/01/2016
281,281,290,428,428,428,428,428,West Bromwich Albion,Junichi Inamoto,18/09/1979,Defensive Midfield,Nankatsu SC,18/01/2022,free transfer,23/01/2019
282,282,291,429,429,429,429,429,West Bromwich Albion,Jared Hodgkiss,15/11/1986,Right-Back,Hereford,26/07/2019,free transfer,01/07/2017
283,283,292,430,430,430,430,430,West Bromwich Albion,Steve Watson,01/04/1974,Right-Back,Retired,01/07/2009,free transfer,10/07/2007
284,284,293,432,432,432,432,432,West Bromwich Albion,Thomas Gaardsöe,23/01/1979,Centre-Back,Retired,29/08/2012,free transfer,01/01/2010
285,285,294,433,433,433,433,433,West Bromwich Albion,Paul Robinson,14/12/1978,Centre-Back,Retired,01/07/2018,-,25/09/2012
286,286,295,435,435,435,435,435,West Bromwich Albion,Neil Clement,03/10/1978,Centre-Back,Retired,01/01/2010,End of loan,01/03/2008
287,287,296,436,436,436,436,436,West Bromwich Albion,Riccardo Scimeca,13/06/1975,Centre-Back,Retired,01/12/2009,free transfer,01/01/2006
288,288,297,437,437,437,437,437,West Bromwich Albion,Curtis Davies,15/03/1985,Centre-Back,Derby,01/07/2017,€2.65m,01/07/2013
289,289,298,438,438,438,438,438,West Bromwich Albion,Martin Albrechtsen,31/03/1980,Centre-Back,Vaerebro Bk,01/08/2021,-,05/05/2021
290,290,299,439,439,439,439,439,West Bromwich Albion,Russell Hoult,22/11/1972,Goalkeeper,Retired,01/07/2012,-,01/02/2011
291,291,300,440,440,440,440,440,West Bromwich Albion,Chris Kirkland,02/05/1981,Goalkeeper,Retired,04/08/2016,free transfer,01/07/2016
292,292,301,442,442,442,442,442,Fulham FC,Heidar Helguson,22/08/1977,Centre-Forward,Retired,01/01/2016,-,15/05/2015
293,293,302,443,443,443,443,443,Fulham FC,Brian McBride,19/06/1972,Centre-Forward,Retired,30/08/2012,-,01/07/2012
294,294,303,444,444,444,444,444,Fulham FC,Collins John,17/10/1985,Centre-Forward,Retired,01/07/2022,-,01/07/2019
295,295,304,446,446,446,446,446,Fulham FC,Claus Jensen,29/04/1977,Attacking Midfield,Retired,25/08/2007,€1.90m,01/07/2004
296,296,306,449,449,449,449,449,Fulham FC,Luís Boa Morte,04/08/1977,Left Midfield,Retired,10/01/2013,-,11/10/2012
297,297,307,450,450,450,450,450,Fulham FC,Ahmad Elrich,30/05/1981,Right Midfield,Parramatta E.,18/11/2018,-,01/12/2016
298,298,308,451,451,451,451,451,Fulham FC,Michael Timlin,19/03/1985,Central Midfield,Dulwich Hamlet,25/08/2020,free transfer,21/01/2020
299,299,309,452,452,452,452,452,Fulham FC,Michael Brown,25/01/1977,Central Midfield,Retired,16/09/2017,free transfer,18/07/2014
300,300,310,453,453,453,453,453,Fulham FC,Steed Malbranque,06/01/1980,Central Midfield,Retired,01/07/2021,-,04/09/2020
301,301,311,454,454,454,454,454,Fulham FC,Simon Elliott,10/06/1974,Defensive Midfield,Retired,01/01/2012,-,01/02/2011
302,302,313,456,456,456,456,456,Fulham FC,Liam Rosenior,09/07/1984,Right-Back,Retired,30/07/2018,free transfer,01/07/2015
303,303,314,457,457,457,457,457,Fulham FC,Moritz Volz,21/01/1983,Right-Back,Retired,01/07/2015,free transfer,01/07/2012
304,304,315,458,458,458,458,458,Fulham FC,Rob Milsom,02/01/1987,Left-Back,Sutton Utd,01/08/2019,free transfer,14/01/2019
305,305,316,459,459,459,459,459,Fulham FC,Adam Green,12/01/1984,Left-Back,Ashford Town,23/10/2021,free transfer,01/07/2018
306,306,317,461,461,461,461,461,Fulham FC,Wayne Bridge,05/08/1980,Left-Back,Retired,01/07/2014,free transfer,01/07/2013
307,307,318,462,462,462,462,462,Fulham FC,Liam Fontaine,07/01/1986,Centre-Back,FC Edinburgh,09/07/2022,-,20/11/2020
308,308,319,463,463,463,463,463,Fulham FC,Dean Leacock,10/06/1984,Centre-Back,Retired,01/07/2018,free transfer,23/07/2017
309,309,320,464,464,464,464,464,Fulham FC,Zesh Rehman,14/10/1983,Centre-Back,Retired,26/05/2022,-,05/03/2022
310,310,321,465,465,465,465,465,Fulham FC,Philippe Christanval,31/08/1978,Centre-Back,Retired,01/07/2008,free transfer,01/07/2005
311,311,322,466,466,466,466,466,Fulham FC,Ian Pearce,07/05/1974,Centre-Back,Retired,01/09/2010,-,01/10/2009
312,312,323,467,467,467,467,467,Fulham FC,Alain Goma,05/10/1972,Centre-Back,Retired,01/07/2009,free transfer,01/07/2006
313,313,324,468,468,468,468,468,Fulham FC,Carlos Bocanegra,25/05/1979,Centre-Back,Retired,01/01/2015,free transfer,01/07/2013
314,314,325,470,470,470,470,470,Fulham FC,Tony Warner,11/05/1974,Goalkeeper,Retired,01/08/2015,free transfer,02/07/2015
315,315,326,471,471,471,471,471,Fulham FC,Mark Crossley,16/06/1969,Goalkeeper,Retired,01/07/2011,free transfer,01/07/2009
316,316,327,473,473,473,473,473,Fulham FC,Ricardo Batista,19/11/1986,Goalkeeper,Casa Pia,31/08/2020,free transfer,01/07/2018
317,317,328,476,476,476,476,476,Birmingham City,Julian Gray,21/09/1979,Centre-Forward,Retired,21/01/2014,-,27/09/2013
318,318,329,477,477,477,477,477,Birmingham City,Clinton Morrison,14/05/1979,Centre-Forward,Retired,01/07/2019,free transfer,05/09/2016
319,319,330,480,480,480,480,480,Birmingham City,Emile Heskey,11/01/1978,Centre-Forward,Retired,01/07/2016,-,24/12/2014
320,320,331,481,481,481,481,481,Birmingham City,Walter Pandiani,27/04/1976,Centre-Forward,Retired,01/07/2016,-,01/07/2015
321,321,332,483,483,483,483,483,Birmingham City,Muzzy Izzet,31/10/1974,Attacking Midfield,Retired,01/07/2006,free transfer,01/07/2004
322,322,333,484,484,484,484,484,Birmingham City,David Dunn,27/12/1979,Attacking Midfield,Retired,12/01/2016,free transfer,30/07/2015
323,323,334,485,485,485,485,485,Birmingham City,Stan Lazaridis,16/08/1972,Left Midfield,Retired,01/04/2008,free transfer,01/07/2006
324,324,335,486,486,486,486,486,Birmingham City,Peter Till,07/09/1985,Right Midfield,Retired,01/07/2017,free transfer,21/07/2016
325,325,336,487,487,487,487,487,Birmingham City,Stephen Clemence,31/03/1978,Right Midfield,Retired,01/07/2010,€1.50m,01/07/2007
326,326,337,488,488,488,488,488,Birmingham City,Damien Johnson,18/11/1978,Central Midfield,Retired,10/10/2013,free transfer,01/07/2012
327,327,338,489,489,489,489,489,Birmingham City,Nicky Butt,21/01/1975,Central Midfield,Retired,01/05/2011,-,22/11/2010
328,328,339,490,490,490,490,490,Birmingham City,Neil Kilkenny,19/12/1985,Defensive Midfield,Western United,27/08/2021,free transfer,23/01/2018
329,329,340,491,491,491,491,491,Birmingham City,Mehdi Nafti,28/11/1978,Defensive Midfield,Retired,01/07/2014,free transfer,23/07/2013
330,330,342,493,493,493,493,493,Birmingham City,Mario Melchiot,04/11/1976,Right-Back,Retired,01/07/2011,free transfer,01/07/2010
331,331,343,495,495,495,495,495,Birmingham City,Jamie Clapham,07/12/1975,Left-Back,Retired,01/09/2011,free transfer,01/07/2011
332,332,344,497,497,497,497,497,Birmingham City,Mat Sadler,26/02/1985,Centre-Back,Retired,01/07/2022,free transfer,11/07/2019
333,333,346,500,500,500,500,500,Birmingham City,Olivier Tébily,19/12/1975,Centre-Back,Retired,31/07/2008,-,24/04/2008
334,334,347,501,501,501,501,501,Birmingham City,Martin Latka,28/09/1984,Centre-Back,Retired,01/07/2017,free transfer,01/07/2016
335,335,348,502,502,502,502,502,Birmingham City,Kenny Cunningham,28/06/1971,Centre-Back,Retired,01/07/2007,free transfer,01/07/2006
336,336,349,504,504,504,504,504,Birmingham City,Jiri Jarosik,27/10/1977,Centre-Back,Retired,01/07/2015,free transfer,27/08/2013
337,337,350,505,505,505,505,505,Birmingham City,Colin Doyle,12/06/1985,Goalkeeper,Bradford,01/07/2022,free transfer,01/07/2021
338,338,351,506,506,506,506,506,Birmingham City,Nico Vaesen,28/09/1969,Goalkeeper,Retired,01/07/2008,free transfer,01/07/2006
339,339,352,508,508,508,508,508,Charlton Athletic,James Walker,25/11/1987,Centre-Forward,Tilbury,01/07/2018,free transfer,27/03/2018
340,340,353,509,509,509,509,509,Charlton Athletic,Alex Varney,27/12/1984,Centre-Forward,Unknown,01/07/2008,free transfer,01/01/2007
341,341,354,510,510,510,510,510,Charlton Athletic,Shaun Bartlett,31/10/1972,Centre-Forward,Retired,01/07/2009,?,01/07/2008
342,342,356,512,512,512,512,512,Charlton Athletic,Kevin Lisbie,17/10/1978,Centre-Forward,VCD Athletic FC,05/03/2022,-,27/10/2020
343,343,358,514,514,514,514,514,Charlton Athletic,Marcus Bent,19/05/1978,Centre-Forward,Cornard United,04/01/2020,-,01/07/2018
344,344,359,515,515,515,515,515,Charlton Athletic,Jonatan Johansson,16/08/1975,Centre-Forward,Retired,01/03/2011,free transfer,01/01/2010
345,345,360,516,516,516,516,516,Charlton Athletic,Darren Bent,06/02/1984,Centre-Forward,Retired,01/07/2018,End of loan,31/05/2018
346,346,361,519,519,519,519,519,Charlton Athletic,Dennis Rommedahl,22/07/1978,Right Winger,Retired,01/02/2015,free transfer,01/07/2013
347,347,362,521,521,521,521,521,Charlton Athletic,Bryan Hughes,19/06/1976,Attacking Midfield,Retired,01/07/2012,free transfer,27/10/2011
348,348,364,524,524,524,524,524,Charlton Athletic,Matt Holland,11/04/1974,Central Midfield,Retired,01/07/2009,€1.25m,01/07/2003
349,349,365,525,525,525,525,525,Charlton Athletic,Danny Murphy,18/03/1977,Central Midfield,Retired,01/07/2013,free transfer,01/07/2012
