,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
216,216,216,216,RSC Charleroi,Mahamoudou Kéré,02/01/1982,Centre-Back,Retired,07/01/2015,?,01/07/2014
217,217,217,217,RSC Charleroi,Fabian Cremers,25/10/1987,Goalkeeper,Retired,,free transfer,01/07/2019
218,218,218,218,RSC Charleroi,Damien Lahaye,30/01/1984,Goalkeeper,RUS Binche,07/01/2022,free transfer,01/07/2021
219,219,219,219,RSC Charleroi,Bertrand Laquait,13/04/1977,Goalkeeper,Retired,07/02/2015,free transfer,27/08/2014
220,220,220,220,Lierse SK (- 2018),Kane Develer,21/07/1988,Centre-Forward,Unknown,,?,01/07/2012
221,221,221,221,Lierse SK (- 2018),Paulista,06/03/1979,Centre-Forward,Retired,,free transfer,01/01/2012
222,222,222,222,Lierse SK (- 2018),Dragan Mrdja,23/01/1984,Centre-Forward,Retired,04/02/2018,?,10/02/2018
223,223,223,223,Lierse SK (- 2018),Goran Tomic,18/03/1977,Centre-Forward,Retired,07/01/2007,free transfer,01/01/2006
224,224,224,224,Lierse SK (- 2018),Alessandro,02/03/1982,Centre-Forward,Retired,,?,28/08/2014
225,225,225,225,Lierse SK (- 2018),Krunoslav Lovrek,11/09/1979,Centre-Forward,Tehnicar 1974,07/29/2016,?,09/02/2016
226,226,226,226,Lierse SK (- 2018),Tony Vairelles,10/04/1973,Centre-Forward,Retired,07/01/2011,free transfer,01/07/2009
227,227,227,227,Lierse SK (- 2018),Mohammed El Berkani,13/12/1982,Right Winger,Retired,,?,17/01/2013
228,228,228,228,Lierse SK (- 2018),Jurgen Raeymaeckers,03/05/1985,Right Winger,Greunsj. Vossem,07/01/2017,?,01/07/2015
229,229,229,229,Lierse SK (- 2018),Goran Mujanovic,29/09/1983,Right Winger,Trnje Trnovec,08/14/2017,free transfer,08/08/2016
230,230,230,230,Lierse SK (- 2018),Oleksandr Yakovenko,23/07/1987,Left Winger,Retired,,-,01/07/2016
231,231,231,231,Lierse SK (- 2018),Adolph Tohoua,09/12/1983,Left Winger,UCE Liège,07/01/2019,free transfer,01/07/2018
232,232,232,232,Lierse SK (- 2018),Daniel Cruz,09/05/1981,Attacking Midfield,Retired,07/01/2013,free transfer,01/07/2012
233,233,233,233,Lierse SK (- 2018),Karel Snoeckx,29/10/1973,Right Midfield,Retired,01/01/2011,free transfer,01/07/2010
234,234,234,234,Lierse SK (- 2018),Kristof Imschoot,04/12/1980,Central Midfield,Retired,07/01/2016,-,01/12/2013
235,235,235,235,Lierse SK (- 2018),Sven Vandenbroeck,22/09/1979,Defensive Midfield,Retired,,free transfer,01/01/2009
236,236,236,236,Lierse SK (- 2018),Marko Andjic,14/12/1983,Defensive Midfield,FK Backa,01/28/2021,free transfer,01/08/2020
237,237,237,237,Lierse SK (- 2018),Ognjen Vukojevic,20/12/1983,Defensive Midfield,Retired,07/01/2017,free transfer,01/07/2015
238,238,238,238,Lierse SK (- 2018),Thomas De Corte,31/03/1988,Right-Back,Unknown,,?,01/07/2017
239,239,239,239,Lierse SK (- 2018),Jimmy Smet,31/10/1977,Right-Back,,,-,01/07/2007
240,240,240,240,Lierse SK (- 2018),Hasan Kacic,29/07/1976,Left-Back,Retired,01/01/2015,free transfer,19/08/2011
241,241,241,241,Lierse SK (- 2018),Jérôme Vanderzijl,24/08/1988,Centre-Back,Unknown,,free transfer,01/07/2011
242,242,242,242,Lierse SK (- 2018),Michael Nnaji,19/02/1983,Centre-Back,Unknown,07/01/2020,free transfer,01/01/2019
243,243,243,243,Lierse SK (- 2018),Tim Dreesen,30/01/1987,Centre-Back,KSAV St.Dimpna,07/01/2020,free transfer,01/07/2017
244,244,244,244,Lierse SK (- 2018),Laurent Fassotte,31/12/1977,Centre-Back,Retired,07/01/2014,?,01/07/2013
245,245,245,245,Lierse SK (- 2018),Ninoslav Milenkovic,31/12/1977,Centre-Back,Retired,,free transfer,08/01/2014
246,246,246,246,Lierse SK (- 2018),Stef Wils,02/08/1982,Centre-Back,Retired,,free transfer,01/07/2018
247,247,247,247,Lierse SK (- 2018),Jochem Tanghe,09/06/1987,Goalkeeper,Zandhoven SK,11/20/2018,free transfer,01/07/2017
248,248,248,248,Lierse SK (- 2018),Yves Van Der Straeten,18/01/1971,Goalkeeper,Retired,07/01/2010,free transfer,01/07/2006
249,249,249,249,Lierse SK (- 2018),Sven Van Der Jeugt,17/09/1980,Goalkeeper,Retired,,free transfer,01/07/2016
250,250,250,250,Lierse SK (- 2018),Cliff Mardulier,22/09/1982,Goalkeeper,KVC Wilrijk,07/01/2018,free transfer,01/07/2015
251,251,251,251,KSK Beveren (- 2010),Alain Koudou,21/10/1984,Centre-Forward,Retired,07/01/2016,?,01/07/2014
252,252,252,252,KSK Beveren (- 2010),Constant Kaiper Kipre,06/10/1983,Centre-Forward,Retired,07/01/2011,-,01/07/2010
253,253,253,253,KSK Beveren (- 2010),Mahamadou Dissa,18/05/1979,Centre-Forward,Retired,07/01/2016,?,01/07/2015
254,254,254,254,KSK Beveren (- 2010),Zézéto,17/06/1981,Right Winger,Retired,,free transfer,20/10/2014
255,255,255,255,KSK Beveren (- 2010),Gervinho,27/05/1987,Left Winger,Aris Saloniki,07/16/2022,free transfer,01/07/2021
256,256,256,256,KSK Beveren (- 2010),Roméo Affessi,19/02/1984,Attacking Midfield,Retired,07/01/2018,free transfer,01/07/2017
257,257,257,257,KSK Beveren (- 2010),Mohamed Diallo,22/05/1983,Attacking Midfield,Retired,07/01/2016,-,01/07/2013
258,258,258,258,KSK Beveren (- 2010),Marco Né,17/07/1983,Attacking Midfield,Retired,07/01/2013,free transfer,01/01/2012
259,259,259,259,KSK Beveren (- 2010),Enzo Neve,13/08/1987,Central Midfield,KFC HO Kalken,07/01/2021,free transfer,01/07/2017
260,260,260,260,Sunderland AFC,Daryl Murphy,15/03/1983,Centre-Forward,Retired,01/01/2022,free transfer,01/08/2020
261,261,261,261,Sunderland AFC,Chris Brown,11/12/1984,Centre-Forward,Retired,,free transfer,05/08/2016
262,262,262,262,Sunderland AFC,Kevin Kyle,07/06/1981,Centre-Forward,Retired,07/01/2014,-,27/09/2013
263,263,263,263,Sunderland AFC,Stephen Elliott,06/01/1984,Centre-Forward,Retired,,free transfer,16/11/2017
264,264,264,264,Sunderland AFC,Andy Gray,15/11/1977,Centre-Forward,Retired,,free transfer,09/01/2013
265,265,265,265,Sunderland AFC,Anthony Le Tallec,03/10/1984,Centre-Forward,Retired,07/01/2021,free transfer,02/09/2019
266,266,266,266,Sunderland AFC,Jon Stead,07/04/1983,Centre-Forward,Retired,05/08/2021,free transfer,01/07/2019
267,267,267,267,Sunderland AFC,Liam Lawrence,14/12/1981,Attacking Midfield,Retired,12/31/2017,-,04/08/2017
268,268,268,268,Sunderland AFC,Andy Welsh,24/01/1983,Left Midfield,Retired,07/01/2019,free transfer,01/07/2018
269,269,269,269,Sunderland AFC,Martin Woods,01/01/1986,Central Midfield,Brackley,10/07/2022,-,01/07/2022
270,270,270,270,Sunderland AFC,Grant Leadbitter,07/01/1986,Central Midfield,Retired,07/01/2021,free transfer,29/01/2019
271,271,271,271,Sunderland AFC,Carl Robinson,13/10/1976,Central Midfield,Retired,01/01/2012,free transfer,01/03/2010
272,272,272,272,Sunderland AFC,Tommy Miller,08/01/1979,Central Midfield,Retired,11/17/2015,-,17/10/2015
273,273,273,273,Sunderland AFC,Dean Whitehead,12/01/1982,Central Midfield,Retired,07/01/2018,free transfer,01/07/2015
274,274,274,274,Sunderland AFC,Rory Delap,06/07/1976,Central Midfield,Retired,12/16/2013,free transfer,18/07/2013
275,275,275,275,Sunderland AFC,Julio Arca,31/01/1981,Central Midfield,Retired,,-,04/09/2015
276,276,276,276,Sunderland AFC,Justin Hoyte,20/11/1984,Right-Back,Miami Beach CF,01/01/2020,-,29/03/2017
277,277,277,277,Sunderland AFC,Stephen Wright,08/02/1980,Right-Back,Retired,07/01/2017,free transfer,01/07/2016
278,278,278,278,Sunderland AFC,Daniel Smith,05/10/1986,Left-Back,Holland PH SC,02/19/2014,-,31/01/2014
279,279,279,279,Sunderland AFC,George McCartney,29/04/1981,Left-Back,Retired,07/01/2014,free transfer,01/07/2012
280,280,280,280,Sunderland AFC,Danny Collins,06/08/1980,Centre-Back,Retired,07/01/2019,-,12/09/2016
281,281,281,281,Sunderland AFC,Nyron Nosworthy,11/10/1980,Centre-Back,Retired,02/08/2016,free transfer,01/07/2015
282,282,282,282,Sunderland AFC,Neill Collins,02/09/1983,Centre-Back,Retired,05/18/2018,free transfer,11/03/2016
283,283,283,283,Sunderland AFC,Alan Stubbs,06/10/1971,Centre-Back,Retired,08/01/2008,free transfer,01/01/2008
284,284,284,284,Sunderland AFC,Christian Bassila,05/10/1977,Centre-Back,Retired,07/01/2011,free transfer,01/09/2008
285,285,285,285,Sunderland AFC,Steven Caldwell,12/09/1980,Centre-Back,Retired,07/14/2015,free transfer,01/07/2013
286,286,286,286,Sunderland AFC,Gary Breen,12/12/1973,Centre-Back,Retired,07/01/2010,-,01/12/2008
287,287,287,287,Sunderland AFC,Ben Alnwick,01/01/1987,Goalkeeper,Without Club,,free transfer,31/08/2016
288,288,288,288,Sunderland AFC,Joe Murphy,21/08/1981,Goalkeeper,Tranmere Rovers,08/22/2020,free transfer,04/07/2019
289,289,289,289,Sunderland AFC,Kelvin Davis,29/09/1976,Goalkeeper,Retired,07/01/2016,€1.13m,01/07/2006
290,290,290,290,Wigan Athletic,Neil Mellor,04/11/1982,Centre-Forward,Retired,05/09/2012,End of loan,01/05/2011
291,291,291,291,Wigan Athletic,Jason Roberts,25/01/1978,Centre-Forward,Retired,03/20/2014,€595Th.,01/01/2012
292,292,292,292,Wigan Athletic,Henri Camara,10/05/1977,Centre-Forward,Retired,08/16/2018,free transfer,01/07/2017
293,293,293,293,Wigan Athletic,Gary Teale,21/07/1978,Right Winger,Retired,07/01/2015,free transfer,01/07/2011
294,294,294,294,Wigan Athletic,David Connolly,06/06/1977,attack,Retired,,free transfer,15/01/2015
295,295,295,295,Wigan Athletic,Alan Mahon,04/04/1978,Left Midfield,Retired,08/01/2011,-,01/07/2011
296,296,296,296,Wigan Athletic,David Thompson,12/09/1977,Right Midfield,Retired,,free transfer,31/01/2007
297,297,297,297,Wigan Athletic,Andreas Johansson,05/07/1978,Central Midfield,Retired,01/01/2015,free transfer,01/01/2013
298,298,298,298,Wigan Athletic,Graham Kavanagh,02/12/1973,Central Midfield,Retired,07/01/2012,free transfer,01/10/2008
299,299,299,299,Wigan Athletic,Damien Francis,27/02/1979,Central Midfield,Retired,10/01/2008,€2.25m,01/07/2006
300,300,300,300,Wigan Athletic,Josip Skoko,10/12/1975,Central Midfield,Retired,07/01/2011,free transfer,01/07/2010
301,301,301,301,Wigan Athletic,Jimmy Bullard,23/10/1978,Central Midfield,Retired,10/01/2012,free transfer,28/08/2012
302,302,302,302,Wigan Athletic,Luke Joyce,09/07/1987,Defensive Midfield,Radcliffe,07/01/2022,free transfer,01/07/2021
303,303,303,303,Wigan Athletic,David Wright,01/05/1980,Defensive Midfield,Retired,11/26/2014,free transfer,25/01/2013
304,304,304,304,Wigan Athletic,Paul Scharner,11/03/1980,Defensive Midfield,Retired,07/01/2019,-,25/01/2019
305,305,305,305,Wigan Athletic,Kevin Lee,04/11/1985,Right-Back,Retired,Liverpool,free transfer,01/07/2006
306,306,306,306,Wigan Athletic,Matt Jackson,19/10/1971,Right-Back,Retired,08/01/2008,End of loan,01/11/2007
307,307,307,307,Wigan Athletic,Ryan Taylor,19/08/1984,Right-Back,Without Club,,free transfer,11/01/2022
308,308,308,308,Wigan Athletic,Steve McMillan,19/01/1976,Left-Back,Retired,03/01/2007,€800Th.,01/07/2002
309,309,309,309,Wigan Athletic,Leighton Baines,11/12/1984,Left-Back,Retired,07/27/2020,€7.50m,07/08/2007
310,310,310,310,Wigan Athletic,Lee McCulloch,14/05/1978,Centre-Back,Retired,07/01/2016,free transfer,13/07/2015
311,311,311,311,Wigan Athletic,Émerson Thome,30/03/1972,Centre-Back,Retired,,?,07/02/2006
312,312,312,312,Wigan Athletic,Reto Ziegler,16/01/1986,Centre-Back,FC Lugano,02/25/2021,-,01/01/2021
313,313,313,313,Wigan Athletic,Arjan de Zeeuw,16/04/1970,Centre-Back,Retired,07/01/2009,free transfer,01/07/2008
314,314,314,314,Wigan Athletic,Stéphane Henchoz,07/09/1974,Centre-Back,Retired,07/01/2008,-,09/09/2006
315,315,315,315,Wigan Athletic,Pascal Chimbonda,21/02/1979,Centre-Back,Durham City,10/18/2020,-,31/12/2018
316,316,316,316,Wigan Athletic,Joey Waterhouse,05/09/1987,,Retired,,,
317,317,317,317,Wigan Athletic,Gary Walsh,21/03/1968,Goalkeeper,Retired,07/01/2006,free transfer,01/07/2003
318,318,318,318,Wigan Athletic,Mike Pollitt,29/02/1972,Goalkeeper,Retired,07/01/2014,End of loan,24/09/2013
319,319,319,319,Wigan Athletic,John Filan,08/02/1970,Goalkeeper,Retired,07/01/2007,End of loan,01/11/2006
320,320,320,320,Bolton Wanderers,Bédi Buval,16/06/1986,Centre-Forward,Retired,,free transfer,12/07/2017
321,321,321,321,Bolton Wanderers,Matt Jansen,20/10/1977,Centre-Forward,Retired,07/01/2014,free transfer,01/07/2010
322,322,322,322,Bolton Wanderers,Henrik Pedersen,10/06/1975,Centre-Forward,Retired,01/01/2013,free transfer,01/07/2008
323,323,323,323,Bolton Wanderers,Jared Borgetti,14/08/1973,Centre-Forward,Retired,01/01/2011,free transfer,01/07/2010
324,324,324,324,Bolton Wanderers,Kevin Davies,26/03/1977,Centre-Forward,Retired,07/01/2015,free transfer,10/07/2013
325,325,325,325,Bolton Wanderers,El-Hadji Diouf,15/01/1981,Centre-Forward,Retired,01/01/2016,-,11/11/2014
326,326,326,326,Bolton Wanderers,Ricardo Vaz Tê,01/10/1986,Right Winger,Without Club,,free transfer,27/01/2020
327,327,327,327,Bolton Wanderers,Stelios Giannakopoulos,12/07/1974,Right Winger,Retired,01/01/2010,free transfer,01/01/2009
328,328,328,328,Bolton Wanderers,Fabrice Fernandes,29/10/1979,Left Winger,Retired,07/01/2008,-,01/01/2008
329,329,329,329,Bolton Wanderers,Khalilou Fadiga,30/12/1974,Left Winger,Retired,Dakar,-,01/07/2011
330,330,330,330,Bolton Wanderers,El Hadji Diouf,20/08/1988,Attacking Midfield,AFK Tisnov,08/20/2015,loan transfer,08/03/2016
331,331,331,331,Bolton Wanderers,Hidetoshi Nakata,22/01/1977,Attacking Midfield,Retired,,End of loan,30/06/2006
332,332,332,332,Bolton Wanderers,Jay-Jay Okocha,14/08/1973,Attacking Midfield,Retired,03/01/2012,-,01/02/2012
333,333,333,333,Bolton Wanderers,Kevin Nolan,24/06/1982,Attacking Midfield,Retired,08/26/2018,-,12/01/2017
334,334,334,334,Bolton Wanderers,Gary Speed,08/09/1969,Left Midfield,,,free transfer,01/07/2008
335,335,335,335,Bolton Wanderers,Robert Sissons,29/09/1988,,Retired,,,
336,336,336,336,Bolton Wanderers,Iván Campo,21/02/1974,Defensive Midfield,Retired,07/01/2010,-,01/01/2010
337,337,337,337,Bolton Wanderers,James Sinclair,22/10/1987,Right-Back,Retired,,-,01/03/2020
338,338,338,338,Bolton Wanderers,Joey O'Brien,17/02/1986,Right-Back,Retired,,-,27/01/2018
339,339,339,339,Bolton Wanderers,Ricardo Gardner,25/09/1978,Left-Back,Retired,07/01/2012,End of loan,01/05/2011
340,340,340,340,Bolton Wanderers,Jaroslaw Fojut,17/10/1987,Centre-Back,Retired,07/01/2021,free transfer,11/09/2020
341,341,341,341,Bolton Wanderers,Martin Djetou,15/12/1974,Centre-Back,Retired,07/01/2007,-,01/01/2007
342,342,342,342,Bolton Wanderers,Nicky Hunt,03/09/1983,Centre-Back,Ashton United,07/01/2021,free transfer,14/07/2020
343,343,343,343,Bolton Wanderers,Radhi Jaïdi,30/08/1975,Centre-Back,Retired,,free transfer,01/07/2009
344,344,344,344,Bolton Wanderers,Tal Ben Haim,31/03/1982,Centre-Back,Retired,07/01/2021,free transfer,13/08/2018
345,345,345,345,Bolton Wanderers,Abdoulaye Faye,26/02/1978,Centre-Back,Retired,,-,01/12/2014
346,346,346,346,Bolton Wanderers,Bruno N'Gotty,10/06/1971,Centre-Back,Retired,07/01/2009,End of loan,02/11/2008
347,347,347,347,Bolton Wanderers,Sam Ashton,09/10/1986,Goalkeeper,Bootle FC,07/15/2022,free transfer,17/09/2021
348,348,348,348,Bolton Wanderers,Chris Howarth,23/05/1986,Goalkeeper,Unknown,,free transfer,01/10/2011
349,349,349,349,Bolton Wanderers,Ali Al-Habsi,30/12/1981,Goalkeeper,Retired,08/21/2020,free transfer,29/08/2019
350,350,350,350,Bolton Wanderers,Ian Walker,31/10/1971,Goalkeeper,Retired,12/01/2008,free transfer,01/07/2005
351,351,351,351,Bolton Wanderers,Jussi Jääskeläinen,19/04/1975,Goalkeeper,Retired,01/17/2018,free transfer,31/08/2017
352,352,352,352,West Ham United,Tony Stokes,07/01/1987,Centre-Forward,Hullbridge,10/02/2021,free transfer,18/10/2020
353,353,353,353,West Ham United,Teddy Sheringham,02/04/1966,Centre-Forward,Retired,05/31/2008,free transfer,04/07/2007
354,354,354,354,West Ham United,Jérémie Aliadière,30/03/1983,Centre-Forward,Retired,Rambouillet,-,20/09/2016
355,355,355,355,West Ham United,David Bellion,27/11/1982,Centre-Forward,Retired,07/01/2016,free transfer,02/07/2014
356,356,356,356,West Ham United,Bobby Zamora,16/01/1981,Centre-Forward,Retired,,free transfer,03/08/2015
357,357,357,357,West Ham United,Marlon Harewood,25/08/1979,Centre-Forward,Retired,07/01/2016,free transfer,10/07/2015
358,358,358,358,West Ham United,Dean Ashton,24/11/1983,Centre-Forward,Retired,12/01/2009,€10.89m,01/01/2006
359,359,359,359,West Ham United,Yossi Benayoun,05/05/1980,Right Winger,Retired,05/05/2019,free transfer,01/01/2019
360,360,360,360,West Ham United,Kyel Reid,26/11/1987,Left Winger,Beaconsfield,08/06/2022,free transfer,08/12/2021
361,361,361,361,West Ham United,Gavin Williams,20/07/1980,Attacking Midfield,Retired,12/20/2013,free transfer,22/07/2013
362,362,362,362,West Ham United,Yaniv Katan,27/01/1981,Attacking Midfield,Retired,12/01/2014,?,01/07/2006
363,363,363,363,West Ham United,Hogan Ephraim,31/03/1988,Left Midfield,Retired,07/01/2017,-,10/03/2017
364,364,364,364,West Ham United,Matthew Etherington,14/08/1981,Left Midfield,Retired,Truro,€3.00m,01/01/2009
365,365,365,365,West Ham United,Shaun Newton,20/08/1975,Right Midfield,Retired,,free transfer,06/07/2007
366,366,366,366,West Ham United,Chris Cohen,05/03/1987,Central Midfield,Retired,07/01/2018,€200Th.,06/07/2007
367,367,367,367,West Ham United,Mark Noble,08/05/1987,Central Midfield,Retired,07/01/2022,End of loan,17/11/2006
368,368,368,368,West Ham United,Hayden Mullins,27/03/1979,Defensive Midfield,Retired,07/01/2015,free transfer,01/07/2014
369,369,369,369,West Ham United,Carl Fletcher,07/04/1980,Defensive Midfield,Retired,01/09/2014,-,18/10/2013
370,370,370,370,West Ham United,Nigel Reo-Coker,14/05/1984,Defensive Midfield,Retired,,-,22/03/2018
371,371,371,371,West Ham United,Lionel Scaloni,16/05/1978,Right-Back,Retired,07/01/2015,€250Th.,29/01/2013
372,372,372,372,West Ham United,Clive Clarke,14/01/1980,Left-Back,Retired,02/01/2008,End of loan,01/11/2007
373,373,373,373,West Ham United,Paul Konchesky,15/05/1981,Left-Back,Retired,,-,03/07/2018
374,374,374,374,West Ham United,James Collins,23/08/1983,Centre-Back,Retired,10/17/2020,-,01/07/2019
375,375,375,375,West Ham United,Danny Gabbidon,08/08/1979,Centre-Back,Retired,07/01/2015,free transfer,01/09/2014
376,376,376,376,West Ham United,Elliott Ward,19/01/1985,Centre-Back,Retired,07/01/2021,-,17/02/2020
377,377,377,377,West Ham United,Christian Dailly,23/10/1973,Centre-Back,Retired,07/01/2012,-,01/03/2012
378,378,378,378,West Ham United,Tomas Repka,02/01/1974,Centre-Back,Retired,12/31/2012,free transfer,01/01/2012
379,379,379,379,West Ham United,Anton Ferdinand,18/02/1985,Centre-Back,Retired,07/01/2019,-,14/09/2018
380,380,380,380,West Ham United,Matthew Reed,24/12/1986,Goalkeeper,Without Club,,free transfer,01/08/2006
381,381,381,381,West Ham United,Jimmy Walker,09/07/1973,Goalkeeper,Retired,02/07/2013,-,29/10/2010
382,382,382,382,West Ham United,Shaka Hislop,22/02/1969,Goalkeeper,Retired,08/01/2007,free transfer,01/07/2006
383,383,383,383,West Ham United,Stephen Bywater,07/06/1981,Goalkeeper,Retired,07/01/2020,free transfer,13/01/2016
384,384,384,384,West Ham United,Roy Carroll,30/09/1977,Goalkeeper,Retired,,free transfer,30/01/2021
385,385,385,385,Blackburn Rovers,Paul Dickov,01/11/1972,Centre-Forward,Retired,Livingston,free transfer,01/07/2010
386,386,386,386,Blackburn Rovers,Shefki Kuqi,10/11/1976,Centre-Forward,Retired,Vučitrn,free transfer,17/08/2012
387,387,387,387,Blackburn Rovers,Florent Sinama-Pongolle,20/10/1984,Second Striker,Retired,,-,02/02/2019
388,388,388,388,Blackburn Rovers,Jemal Johnson,03/05/1985,Left Winger,Retired,12/01/2019,free transfer,18/01/2018
389,389,389,389,Blackburn Rovers,Craig Bellamy,13/07/1979,Left Winger,Retired,07/01/2014,free transfer,10/08/2012
390,390,390,390,Blackburn Rovers,Sergio Peter,12/10/1986,Left Midfield,Retired,,free transfer,01/07/2015
391,391,391,391,Blackburn Rovers,David Bentley,27/08/1984,Right Midfield,Retired,07/01/2013,End of loan,15/05/2013
392,392,392,392,Blackburn Rovers,Brett Emerton,22/02/1979,Right Midfield,Retired,01/16/2014,free transfer,28/08/2011
393,393,393,393,Blackburn Rovers,Paul Gallagher,08/09/1984,Central Midfield,Retired,07/01/2021,free transfer,01/07/2015
394,394,394,394,Blackburn Rovers,Garry Flitcroft,06/11/1972,Central Midfield,Retired,07/01/2006,free transfer,01/01/2006
395,395,395,395,Blackburn Rovers,Robbie Savage,18/10/1974,Central Midfield,Retired,11/25/2019,-,24/11/2019
396,396,396,396,Blackburn Rovers,Morten Gamst Pedersen,08/09/1981,Central Midfield,Asane Fotball,03/09/2022,free transfer,03/03/2020
397,397,397,397,Blackburn Rovers,Tugay Kerimoglu,24/08/1970,Defensive Midfield,Retired,07/01/2009,€1.95m,01/07/2001
398,398,398,398,Blackburn Rovers,Steven Reid,10/03/1981,Right-Back,Retired,07/01/2015,free transfer,07/07/2014
399,399,399,399,Blackburn Rovers,Michael Gray,03/08/1974,Left-Back,Retired,07/01/2010,free transfer,09/01/2009
400,400,400,400,Blackburn Rovers,Vratislav Gresko,24/07/1977,Left-Back,Retired,07/01/2015,-,01/03/2011
401,401,401,401,Blackburn Rovers,Dominic Matteo,28/04/1974,Left-Back,Retired,Dumfries,free transfer,19/01/2007
402,402,402,402,Blackburn Rovers,Lorenzo Amoruso,28/06/1971,Centre-Back,Retired,,-,01/02/2008
403,403,403,403,Blackburn Rovers,Aaron Mokoena,25/11/1980,Centre-Back,Retired,07/01/2013,free transfer,11/07/2012
404,404,404,404,Blackburn Rovers,Andy Todd,21/09/1974,Centre-Back,Retired,,-,01/10/2011
405,405,405,405,Blackburn Rovers,Ryan Nelsen,18/10/1977,Centre-Back,Retired,01/31/2013,free transfer,01/07/2012
406,406,406,406,Blackburn Rovers,Zurab Khizanishvili,06/10/1981,Centre-Back,Retired,,free transfer,01/07/2015
407,407,407,407,Blackburn Rovers,Lucas Neill,09/03/1978,Centre-Back,Retired,07/01/2014,End of loan,31/05/2014
