,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
231,231,Lierse SK (- 2018),Adolph Tohoua,12/09/1983,Left Winger,UCE Liège,07/01/2019,free transfer,07/01/2018
232,232,Lierse SK (- 2018),Daniel Cruz,05/09/1981,Attacking Midfield,Retired,07/01/2013,free transfer,07/01/2012
233,233,Lierse SK (- 2018),Karel Snoeckx,10/29/1973,Right Midfield,Retired,01/01/2011,free transfer,07/01/2010
234,234,Lierse SK (- 2018),Kristof Imschoot,12/04/1980,Central Midfield,Retired,07/01/2016,-,12/01/2013
235,235,Lierse SK (- 2018),Sven Vandenbroeck,09/22/1979,Defensive Midfield,Retired,,free transfer,01/01/2009
236,236,Lierse SK (- 2018),Marko Andjic,12/14/1983,Defensive Midfield,FK Backa,01/28/2021,free transfer,08/01/2020
237,237,Lierse SK (- 2018),Ognjen Vukojevic,12/20/1983,Defensive Midfield,Retired,07/01/2017,free transfer,07/01/2015
238,238,Lierse SK (- 2018),Thomas De Corte,03/31/1988,Right-Back,Unknown,,?,07/01/2017
239,239,Lierse SK (- 2018),Jimmy Smet,10/31/1977,Right-Back,,,-,07/01/2007
240,240,Lierse SK (- 2018),Hasan Kacic,07/29/1976,Left-Back,Retired,01/01/2015,free transfer,08/19/2011
241,241,Lierse SK (- 2018),Jérôme Vanderzijl,08/24/1988,Centre-Back,Unknown,,free transfer,07/01/2011
242,242,Lierse SK (- 2018),Michael Nnaji,02/19/1983,Centre-Back,Unknown,07/01/2020,free transfer,01/01/2019
243,243,Lierse SK (- 2018),Tim Dreesen,01/30/1987,Centre-Back,KSAV St.Dimpna,07/01/2020,free transfer,07/01/2017
244,244,Lierse SK (- 2018),Laurent Fassotte,12/31/1977,Centre-Back,Retired,07/01/2014,?,07/01/2013
245,245,Lierse SK (- 2018),Ninoslav Milenkovic,12/31/1977,Centre-Back,Retired,,free transfer,01/08/2014
246,246,Lierse SK (- 2018),Stef Wils,08/02/1982,Centre-Back,Retired,,free transfer,07/01/2018
247,247,Lierse SK (- 2018),Jochem Tanghe,06/09/1987,Goalkeeper,Zandhoven SK,11/20/2018,free transfer,07/01/2017
248,248,Lierse SK (- 2018),Yves Van Der Straeten,01/18/1971,Goalkeeper,Retired,07/01/2010,free transfer,07/01/2006
249,249,Lierse SK (- 2018),Sven Van Der Jeugt,09/17/1980,Goalkeeper,Retired,,free transfer,07/01/2016
250,250,Lierse SK (- 2018),Cliff Mardulier,09/22/1982,Goalkeeper,KVC Wilrijk,07/01/2018,free transfer,07/01/2015
251,251,KSK Beveren (- 2010),Alain Koudou,10/21/1984,Centre-Forward,Retired,07/01/2016,?,07/01/2014
252,252,KSK Beveren (- 2010),Constant Kaiper Kipre,10/06/1983,Centre-Forward,Retired,07/01/2011,-,07/01/2010
253,253,KSK Beveren (- 2010),Mahamadou Dissa,05/18/1979,Centre-Forward,Retired,07/01/2016,?,07/01/2015
254,254,KSK Beveren (- 2010),Zézéto,06/17/1981,Right Winger,Retired,,free transfer,10/20/2014
255,255,KSK Beveren (- 2010),Gervinho,05/27/1987,Left Winger,Aris Saloniki,07/16/2022,free transfer,07/01/2021
256,256,KSK Beveren (- 2010),Roméo Affessi,02/19/1984,Attacking Midfield,Retired,07/01/2018,free transfer,07/01/2017
257,257,KSK Beveren (- 2010),Mohamed Diallo,05/22/1983,Attacking Midfield,Retired,07/01/2016,-,07/01/2013
258,258,KSK Beveren (- 2010),Marco Né,07/17/1983,Attacking Midfield,Retired,07/01/2013,free transfer,01/01/2012
259,259,KSK Beveren (- 2010),Enzo Neve,08/13/1987,Central Midfield,KFC HO Kalken,07/01/2021,free transfer,07/01/2017
260,260,Sunderland AFC,Daryl Murphy,03/15/1983,Centre-Forward,Retired,01/01/2022,free transfer,08/01/2020
261,261,Sunderland AFC,Chris Brown,12/11/1984,Centre-Forward,Retired,,free transfer,08/05/2016
262,262,Sunderland AFC,Kevin Kyle,06/07/1981,Centre-Forward,Retired,07/01/2014,-,09/27/2013
263,263,Sunderland AFC,Stephen Elliott,01/06/1984,Centre-Forward,Retired,,free transfer,11/16/2017
264,264,Sunderland AFC,Andy Gray,11/15/1977,Centre-Forward,Retired,,free transfer,01/09/2013
265,265,Sunderland AFC,Anthony Le Tallec,10/03/1984,Centre-Forward,Retired,07/01/2021,free transfer,09/02/2019
266,266,Sunderland AFC,Jon Stead,04/07/1983,Centre-Forward,Retired,05/08/2021,free transfer,07/01/2019
267,267,Sunderland AFC,Liam Lawrence,12/14/1981,Attacking Midfield,Retired,12/31/2017,-,08/04/2017
268,268,Sunderland AFC,Andy Welsh,01/24/1983,Left Midfield,Retired,07/01/2019,free transfer,07/01/2018
269,269,Sunderland AFC,Martin Woods,01/01/1986,Central Midfield,Brackley,10/07/2022,-,07/01/2022
270,270,Sunderland AFC,Grant Leadbitter,01/07/1986,Central Midfield,Retired,07/01/2021,free transfer,01/29/2019
271,271,Sunderland AFC,Carl Robinson,10/13/1976,Central Midfield,Retired,01/01/2012,free transfer,03/01/2010
272,272,Sunderland AFC,Tommy Miller,01/08/1979,Central Midfield,Retired,11/17/2015,-,10/17/2015
273,273,Sunderland AFC,Dean Whitehead,01/12/1982,Central Midfield,Retired,07/01/2018,free transfer,07/01/2015
274,274,Sunderland AFC,Rory Delap,07/06/1976,Central Midfield,Retired,12/16/2013,free transfer,07/18/2013
275,275,Sunderland AFC,Julio Arca,01/31/1981,Central Midfield,Retired,,-,09/04/2015
276,276,Sunderland AFC,Justin Hoyte,11/20/1984,Right-Back,Miami Beach CF,01/01/2020,-,03/29/2017
277,277,Sunderland AFC,Stephen Wright,02/08/1980,Right-Back,Retired,07/01/2017,free transfer,07/01/2016
278,278,Sunderland AFC,Daniel Smith,10/05/1986,Left-Back,Holland PH SC,02/19/2014,-,01/31/2014
279,279,Sunderland AFC,George McCartney,04/29/1981,Left-Back,Retired,07/01/2014,free transfer,07/01/2012
280,280,Sunderland AFC,Danny Collins,08/06/1980,Centre-Back,Retired,07/01/2019,-,09/12/2016
281,281,Sunderland AFC,Nyron Nosworthy,10/11/1980,Centre-Back,Retired,02/08/2016,free transfer,07/01/2015
282,282,Sunderland AFC,Neill Collins,09/02/1983,Centre-Back,Retired,05/18/2018,free transfer,03/11/2016
283,283,Sunderland AFC,Alan Stubbs,10/06/1971,Centre-Back,Retired,08/01/2008,free transfer,01/01/2008
284,284,Sunderland AFC,Christian Bassila,10/05/1977,Centre-Back,Retired,07/01/2011,free transfer,09/01/2008
285,285,Sunderland AFC,Steven Caldwell,09/12/1980,Centre-Back,Retired,07/14/2015,free transfer,07/01/2013
286,286,Sunderland AFC,Gary Breen,12/12/1973,Centre-Back,Retired,07/01/2010,-,12/01/2008
287,287,Sunderland AFC,Ben Alnwick,01/01/1987,Goalkeeper,Without Club,,free transfer,08/31/2016
288,288,Sunderland AFC,Joe Murphy,08/21/1981,Goalkeeper,Tranmere Rovers,08/22/2020,free transfer,07/04/2019
289,289,Sunderland AFC,Kelvin Davis,09/29/1976,Goalkeeper,Retired,07/01/2016,€1.13m,07/01/2006
290,290,Wigan Athletic,Neil Mellor,11/04/1982,Centre-Forward,Retired,05/09/2012,End of loan,05/01/2011
291,291,Wigan Athletic,Jason Roberts,01/25/1978,Centre-Forward,Retired,03/20/2014,€595Th.,01/01/2012
292,292,Wigan Athletic,Henri Camara,05/10/1977,Centre-Forward,Retired,08/16/2018,free transfer,07/01/2017
293,293,Wigan Athletic,Gary Teale,07/21/1978,Right Winger,Retired,07/01/2015,free transfer,07/01/2011
294,294,Wigan Athletic,David Connolly,06/06/1977,attack,Retired,,free transfer,01/15/2015
295,295,Wigan Athletic,Alan Mahon,04/04/1978,Left Midfield,Retired,08/01/2011,-,07/01/2011
296,296,Wigan Athletic,David Thompson,09/12/1977,Right Midfield,Retired,,free transfer,01/31/2007
297,297,Wigan Athletic,Andreas Johansson,07/05/1978,Central Midfield,Retired,01/01/2015,free transfer,01/01/2013
298,298,Wigan Athletic,Graham Kavanagh,12/02/1973,Central Midfield,Retired,07/01/2012,free transfer,10/01/2008
299,299,Wigan Athletic,Damien Francis,02/27/1979,Central Midfield,Retired,10/01/2008,€2.25m,07/01/2006
300,300,Wigan Athletic,Josip Skoko,12/10/1975,Central Midfield,Retired,07/01/2011,free transfer,07/01/2010
301,301,Wigan Athletic,Jimmy Bullard,10/23/1978,Central Midfield,Retired,10/01/2012,free transfer,08/28/2012
302,302,Wigan Athletic,Luke Joyce,07/09/1987,Defensive Midfield,Radcliffe,07/01/2022,free transfer,07/01/2021
303,303,Wigan Athletic,David Wright,05/01/1980,Defensive Midfield,Retired,11/26/2014,free transfer,01/25/2013
304,304,Wigan Athletic,Paul Scharner,03/11/1980,Defensive Midfield,Retired,07/01/2019,-,01/25/2019
305,305,Wigan Athletic,Kevin Lee,11/04/1985,Right-Back,Retired,Liverpool,free transfer,07/01/2006
306,306,Wigan Athletic,Matt Jackson,10/19/1971,Right-Back,Retired,08/01/2008,End of loan,11/01/2007
307,307,Wigan Athletic,Ryan Taylor,08/19/1984,Right-Back,Without Club,,free transfer,01/11/2022
308,308,Wigan Athletic,Steve McMillan,01/19/1976,Left-Back,Retired,03/01/2007,€800Th.,07/01/2002
309,309,Wigan Athletic,Leighton Baines,12/11/1984,Left-Back,Retired,07/27/2020,€7.50m,08/07/2007
310,310,Wigan Athletic,Lee McCulloch,05/14/1978,Centre-Back,Retired,07/01/2016,free transfer,07/13/2015
311,311,Wigan Athletic,Émerson Thome,03/30/1972,Centre-Back,Retired,,?,02/07/2006
312,312,Wigan Athletic,Reto Ziegler,01/16/1986,Centre-Back,FC Lugano,02/25/2021,-,01/01/2021
313,313,Wigan Athletic,Arjan de Zeeuw,04/16/1970,Centre-Back,Retired,07/01/2009,free transfer,07/01/2008
314,314,Wigan Athletic,Stéphane Henchoz,09/07/1974,Centre-Back,Retired,07/01/2008,-,09/09/2006
315,315,Wigan Athletic,Pascal Chimbonda,02/21/1979,Centre-Back,Durham City,10/18/2020,-,12/31/2018
316,316,Wigan Athletic,Joey Waterhouse,09/05/1987,,Retired,,,
317,317,Wigan Athletic,Gary Walsh,03/21/1968,Goalkeeper,Retired,07/01/2006,free transfer,07/01/2003
318,318,Wigan Athletic,Mike Pollitt,02/29/1972,Goalkeeper,Retired,07/01/2014,End of loan,09/24/2013
319,319,Wigan Athletic,John Filan,02/08/1970,Goalkeeper,Retired,07/01/2007,End of loan,11/01/2006
320,320,Bolton Wanderers,Bédi Buval,06/16/1986,Centre-Forward,Retired,,free transfer,07/12/2017
321,321,Bolton Wanderers,Matt Jansen,10/20/1977,Centre-Forward,Retired,07/01/2014,free transfer,07/01/2010
322,322,Bolton Wanderers,Henrik Pedersen,06/10/1975,Centre-Forward,Retired,01/01/2013,free transfer,07/01/2008
323,323,Bolton Wanderers,Jared Borgetti,08/14/1973,Centre-Forward,Retired,01/01/2011,free transfer,07/01/2010
324,324,Bolton Wanderers,Kevin Davies,03/26/1977,Centre-Forward,Retired,07/01/2015,free transfer,07/10/2013
325,325,Bolton Wanderers,El-Hadji Diouf,01/15/1981,Centre-Forward,Retired,01/01/2016,-,11/11/2014
326,326,Bolton Wanderers,Ricardo Vaz Tê,10/01/1986,Right Winger,Without Club,,free transfer,01/27/2020
327,327,Bolton Wanderers,Stelios Giannakopoulos,07/12/1974,Right Winger,Retired,01/01/2010,free transfer,01/01/2009
328,328,Bolton Wanderers,Fabrice Fernandes,10/29/1979,Left Winger,Retired,07/01/2008,-,01/01/2008
329,329,Bolton Wanderers,Khalilou Fadiga,12/30/1974,Left Winger,Retired,Dakar,-,07/01/2011
330,330,Bolton Wanderers,El Hadji Diouf,08/20/1988,Attacking Midfield,AFK Tisnov,08/20/2015,loan transfer,03/08/2016
331,331,Bolton Wanderers,Hidetoshi Nakata,01/22/1977,Attacking Midfield,Retired,,End of loan,06/30/2006
332,332,Bolton Wanderers,Jay-Jay Okocha,08/14/1973,Attacking Midfield,Retired,03/01/2012,-,02/01/2012
333,333,Bolton Wanderers,Kevin Nolan,06/24/1982,Attacking Midfield,Retired,08/26/2018,-,01/12/2017
334,334,Bolton Wanderers,Gary Speed,09/08/1969,Left Midfield,,,free transfer,07/01/2008
335,335,Bolton Wanderers,Robert Sissons,09/29/1988,,Retired,,,
336,336,Bolton Wanderers,Iván Campo,02/21/1974,Defensive Midfield,Retired,07/01/2010,-,01/01/2010
337,337,Bolton Wanderers,James Sinclair,10/22/1987,Right-Back,Retired,,-,03/01/2020
338,338,Bolton Wanderers,Joey O'Brien,02/17/1986,Right-Back,Retired,,-,01/27/2018
339,339,Bolton Wanderers,Ricardo Gardner,09/25/1978,Left-Back,Retired,07/01/2012,End of loan,05/01/2011
340,340,Bolton Wanderers,Jaroslaw Fojut,10/17/1987,Centre-Back,Retired,07/01/2021,free transfer,09/11/2020
341,341,Bolton Wanderers,Martin Djetou,12/15/1974,Centre-Back,Retired,07/01/2007,-,01/01/2007
342,342,Bolton Wanderers,Nicky Hunt,09/03/1983,Centre-Back,Ashton United,07/01/2021,free transfer,07/14/2020
343,343,Bolton Wanderers,Radhi Jaïdi,08/30/1975,Centre-Back,Retired,,free transfer,07/01/2009
344,344,Bolton Wanderers,Tal Ben Haim,03/31/1982,Centre-Back,Retired,07/01/2021,free transfer,08/13/2018
345,345,Bolton Wanderers,Abdoulaye Faye,02/26/1978,Centre-Back,Retired,,-,12/01/2014
346,346,Bolton Wanderers,Bruno N'Gotty,06/10/1971,Centre-Back,Retired,07/01/2009,End of loan,11/02/2008
347,347,Bolton Wanderers,Sam Ashton,10/09/1986,Goalkeeper,Bootle FC,07/15/2022,free transfer,09/17/2021
348,348,Bolton Wanderers,Chris Howarth,05/23/1986,Goalkeeper,Unknown,,free transfer,10/01/2011
349,349,Bolton Wanderers,Ali Al-Habsi,12/30/1981,Goalkeeper,Retired,08/21/2020,free transfer,08/29/2019
350,350,Bolton Wanderers,Ian Walker,10/31/1971,Goalkeeper,Retired,12/01/2008,free transfer,07/01/2005
351,351,Bolton Wanderers,Jussi Jääskeläinen,04/19/1975,Goalkeeper,Retired,01/17/2018,free transfer,08/31/2017
352,352,West Ham United,Tony Stokes,01/07/1987,Centre-Forward,Hullbridge,10/02/2021,free transfer,10/18/2020
353,353,West Ham United,Teddy Sheringham,04/02/1966,Centre-Forward,Retired,05/31/2008,free transfer,07/04/2007
354,354,West Ham United,Jérémie Aliadière,03/30/1983,Centre-Forward,Retired,Rambouillet,-,09/20/2016
355,355,West Ham United,David Bellion,11/27/1982,Centre-Forward,Retired,07/01/2016,free transfer,07/02/2014
356,356,West Ham United,Bobby Zamora,01/16/1981,Centre-Forward,Retired,,free transfer,08/03/2015
357,357,West Ham United,Marlon Harewood,08/25/1979,Centre-Forward,Retired,07/01/2016,free transfer,07/10/2015
358,358,West Ham United,Dean Ashton,11/24/1983,Centre-Forward,Retired,12/01/2009,€10.89m,01/01/2006
359,359,West Ham United,Yossi Benayoun,05/05/1980,Right Winger,Retired,05/05/2019,free transfer,01/01/2019
360,360,West Ham United,Kyel Reid,11/26/1987,Left Winger,Beaconsfield,08/06/2022,free transfer,12/08/2021
361,361,West Ham United,Gavin Williams,07/20/1980,Attacking Midfield,Retired,12/20/2013,free transfer,07/22/2013
362,362,West Ham United,Yaniv Katan,01/27/1981,Attacking Midfield,Retired,12/01/2014,?,07/01/2006
363,363,West Ham United,Hogan Ephraim,03/31/1988,Left Midfield,Retired,07/01/2017,-,03/10/2017
364,364,West Ham United,Matthew Etherington,08/14/1981,Left Midfield,Retired,Truro,€3.00m,01/01/2009
365,365,West Ham United,Shaun Newton,08/20/1975,Right Midfield,Retired,,free transfer,07/06/2007
366,366,West Ham United,Chris Cohen,03/05/1987,Central Midfield,Retired,07/01/2018,€200Th.,07/06/2007
367,367,West Ham United,Mark Noble,05/08/1987,Central Midfield,Retired,07/01/2022,End of loan,11/17/2006
368,368,West Ham United,Hayden Mullins,03/27/1979,Defensive Midfield,Retired,07/01/2015,free transfer,07/01/2014
369,369,West Ham United,Carl Fletcher,04/07/1980,Defensive Midfield,Retired,01/09/2014,-,10/18/2013
370,370,West Ham United,Nigel Reo-Coker,05/14/1984,Defensive Midfield,Retired,,-,03/22/2018
371,371,West Ham United,Lionel Scaloni,05/16/1978,Right-Back,Retired,07/01/2015,€250Th.,01/29/2013
372,372,West Ham United,Clive Clarke,01/14/1980,Left-Back,Retired,02/01/2008,End of loan,11/01/2007
373,373,West Ham United,Paul Konchesky,05/15/1981,Left-Back,Retired,,-,07/03/2018
374,374,West Ham United,James Collins,08/23/1983,Centre-Back,Retired,10/17/2020,-,07/01/2019
375,375,West Ham United,Danny Gabbidon,08/08/1979,Centre-Back,Retired,07/01/2015,free transfer,09/01/2014
376,376,West Ham United,Elliott Ward,01/19/1985,Centre-Back,Retired,07/01/2021,-,02/17/2020
377,377,West Ham United,Christian Dailly,10/23/1973,Centre-Back,Retired,07/01/2012,-,03/01/2012
378,378,West Ham United,Tomas Repka,01/02/1974,Centre-Back,Retired,12/31/2012,free transfer,01/01/2012
379,379,West Ham United,Anton Ferdinand,02/18/1985,Centre-Back,Retired,07/01/2019,-,09/14/2018
380,380,West Ham United,Matthew Reed,12/24/1986,Goalkeeper,Without Club,,free transfer,08/01/2006
381,381,West Ham United,Jimmy Walker,07/09/1973,Goalkeeper,Retired,02/07/2013,-,10/29/2010
382,382,West Ham United,Shaka Hislop,02/22/1969,Goalkeeper,Retired,08/01/2007,free transfer,07/01/2006
383,383,West Ham United,Stephen Bywater,06/07/1981,Goalkeeper,Retired,07/01/2020,free transfer,01/13/2016
384,384,West Ham United,Roy Carroll,09/30/1977,Goalkeeper,Retired,,free transfer,01/30/2021
385,385,Blackburn Rovers,Paul Dickov,11/01/1972,Centre-Forward,Retired,Livingston,free transfer,07/01/2010
386,386,Blackburn Rovers,Shefki Kuqi,11/10/1976,Centre-Forward,Retired,Vučitrn,free transfer,08/17/2012
387,387,Blackburn Rovers,Florent Sinama-Pongolle,10/20/1984,Second Striker,Retired,,-,02/02/2019
388,388,Blackburn Rovers,Jemal Johnson,05/03/1985,Left Winger,Retired,12/01/2019,free transfer,01/18/2018
389,389,Blackburn Rovers,Craig Bellamy,07/13/1979,Left Winger,Retired,07/01/2014,free transfer,08/10/2012
390,390,Blackburn Rovers,Sergio Peter,10/12/1986,Left Midfield,Retired,,free transfer,07/01/2015
391,391,Blackburn Rovers,David Bentley,08/27/1984,Right Midfield,Retired,07/01/2013,End of loan,05/15/2013
392,392,Blackburn Rovers,Brett Emerton,02/22/1979,Right Midfield,Retired,01/16/2014,free transfer,08/28/2011
393,393,Blackburn Rovers,Paul Gallagher,09/08/1984,Central Midfield,Retired,07/01/2021,free transfer,07/01/2015
394,394,Blackburn Rovers,Garry Flitcroft,11/06/1972,Central Midfield,Retired,07/01/2006,free transfer,01/01/2006
395,395,Blackburn Rovers,Robbie Savage,10/18/1974,Central Midfield,Retired,11/25/2019,-,11/24/2019
396,396,Blackburn Rovers,Morten Gamst Pedersen,09/08/1981,Central Midfield,Asane Fotball,03/09/2022,free transfer,03/03/2020
397,397,Blackburn Rovers,Tugay Kerimoglu,08/24/1970,Defensive Midfield,Retired,07/01/2009,€1.95m,07/01/2001
398,398,Blackburn Rovers,Steven Reid,03/10/1981,Right-Back,Retired,07/01/2015,free transfer,07/07/2014
399,399,Blackburn Rovers,Michael Gray,08/03/1974,Left-Back,Retired,07/01/2010,free transfer,01/09/2009
400,400,Blackburn Rovers,Vratislav Gresko,07/24/1977,Left-Back,Retired,07/01/2015,-,03/01/2011
401,401,Blackburn Rovers,Dominic Matteo,04/28/1974,Left-Back,Retired,Dumfries,free transfer,01/19/2007
402,402,Blackburn Rovers,Lorenzo Amoruso,06/28/1971,Centre-Back,Retired,,-,02/01/2008
403,403,Blackburn Rovers,Aaron Mokoena,11/25/1980,Centre-Back,Retired,07/01/2013,free transfer,07/11/2012
404,404,Blackburn Rovers,Andy Todd,09/21/1974,Centre-Back,Retired,,-,10/01/2011
405,405,Blackburn Rovers,Ryan Nelsen,10/18/1977,Centre-Back,Retired,01/31/2013,free transfer,07/01/2012
406,406,Blackburn Rovers,Zurab Khizanishvili,10/06/1981,Centre-Back,Retired,,free transfer,07/01/2015
407,407,Blackburn Rovers,Lucas Neill,03/09/1978,Centre-Back,Retired,07/01/2014,End of loan,05/31/2014
408,408,Blackburn Rovers,Peter Enckelman,03/10/1977,Goalkeeper,Retired,Turku,-,06/13/2013
409,409,Blackburn Rovers,Brad Friedel,05/18/1971,Goalkeeper,Retired,07/01/2015,free transfer,07/01/2011
410,410,West Bromwich Albion,Stuart Nicholson,02/03/1987,Centre-Forward,Moreland Zebras,01/01/2012,?,01/01/2011
411,411,West Bromwich Albion,Rob Elvins,09/17/1986,Centre-Forward,Retired,,free transfer,03/01/2016
412,412,West Bromwich Albion,Kevin Campbell,02/04/1970,Centre-Forward,Retired,07/01/2007,free transfer,07/01/2006
413,413,West Bromwich Albion,Geoff Horsfield,11/01/1973,Centre-Forward,Retired,07/01/2010,free transfer,07/01/2009
414,414,West Bromwich Albion,Nwankwo Kanu,08/01/1976,Centre-Forward,Retired,07/01/2012,free transfer,07/01/2006
415,415,West Bromwich Albion,Nathan Ellington,07/02/1981,Centre-Forward,Retired,12/23/2013,-,10/17/2013
416,416,West Bromwich Albion,Robert Earnshaw,04/06/1981,Centre-Forward,Retired,01/28/2016,-,03/25/2015
417,417,West Bromwich Albion,Diomansy Kamara,11/08/1980,Right Winger,Retired,06/01/2016,-,07/07/2015
418,418,West Bromwich Albion,Jan Kozak,04/22/1980,Attacking Midfield,Retired,01/01/2015,free transfer,07/01/2014
419,419,West Bromwich Albion,Andy Johnson,05/02/1974,Attacking Midfield,Retired,,free transfer,01/01/2009
420,420,West Bromwich Albion,Lloyd Dyer,09/13/1982,Left Midfield,Retired,01/01/2020,-,09/25/2019
421,421,West Bromwich Albion,Rob Davies,03/24/1987,Central Midfield,Unknown,12/01/2019,End of loan,10/01/2017
422,422,West Bromwich Albion,Ronnie Wallwork,09/10/1977,Central Midfield,Retired,07/01/2008,free transfer,01/01/2008
423,423,West Bromwich Albion,Nigel Quashie,07/20/1978,Central Midfield,Retired,01/01/2016,?,01/01/2013
424,424,West Bromwich Albion,Darren Carter,12/18/1983,Central Midfield,Retired,,free transfer,07/01/2017
425,425,West Bromwich Albion,Richard Chaplow,02/02/1985,Central Midfield,Retired,,free transfer,07/29/2016
426,426,West Bromwich Albion,Zoltán Gera,04/22/1979,Central Midfield,Retired,07/01/2018,free transfer,07/09/2014
427,427,West Bromwich Albion,Jonathan Greening,01/02/1979,Central Midfield,Retired,05/01/2017,-,01/01/2016
428,428,West Bromwich Albion,Junichi Inamoto,09/18/1979,Defensive Midfield,Nankatsu SC,01/18/2022,free transfer,01/23/2019
429,429,West Bromwich Albion,Jared Hodgkiss,11/15/1986,Right-Back,Hereford,07/26/2019,free transfer,07/01/2017
430,430,West Bromwich Albion,Steve Watson,04/01/1974,Right-Back,Retired,07/01/2009,free transfer,07/10/2007
431,431,West Bromwich Albion,Williams Martínez,12/18/1982,Centre-Back,,,-,03/05/2020
432,432,West Bromwich Albion,Thomas Gaardsöe,01/23/1979,Centre-Back,Retired,08/29/2012,free transfer,01/01/2010
433,433,West Bromwich Albion,Paul Robinson,12/14/1978,Centre-Back,Retired,07/01/2018,-,09/25/2012
434,434,West Bromwich Albion,Darren Moore,04/22/1974,Centre-Back,Retired,,free transfer,07/01/2010
435,435,West Bromwich Albion,Neil Clement,10/03/1978,Centre-Back,Retired,01/01/2010,End of loan,03/01/2008
436,436,West Bromwich Albion,Riccardo Scimeca,06/13/1975,Centre-Back,Retired,12/01/2009,free transfer,01/01/2006
